,CommID,FIPSPL,Name,CAT,QOLjobs_vg,QOLjobs_g,QOLjobs_f,QOLjobs_p,QOLjobs_dnk,QOLjobs_na,QOLmed_vg,QOLmed_g,QOLmed_f,QOLmed_p,QOLmed_dnk,QOLmed_na,QOLk12_vg,QOLk12_g,QOLk12_f,QOLk12_p,QOLk12_dnk,QOLk12_na,QOLhousing_vg,QOLhousing_g,QOLhousing_f,QOLhousing_p,QOLhousing_dnk,QOLhousing_na,QOLshop_vg,QOLshop_g,QOLshop_f,QOLshop_p,QOLshop_dnk,QOLshop_na,QOLchildcare_vg,QOLchildcare_g,QOLchildcare_f,QOLchildcare_p,QOLchildcare_dnk,QOLchildcare_na,QOLseniorcare_vg,QOLseniorcare_g,QOLseniorcare_f,QOLseniorcare_p,QOLseniorcare_dnk,QOLseniorcare_na,QOLyouth_vg,QOLyouth_g,QOLyouth_f,QOLyouth_p,QOLyouth_dnk,QOLyouth_na,QOLcommsrvall_vg,QOLcommsrvall_g,QOLcommsrvall_f,QOLcommsrvall_p,QOLcommsrvall_dnk,QOLcommsrvall_na,QOLrecrentr_vg,QOLrecrentr_g,QOLrecrentr_f,QOLrecrentr_p,QOLrecrentr_dnk,QOLrecrentr_na,QOLpolice_vg,QOLpolice_g,QOLpolice_f,QOLpolice_p,QOLpolice_dnk,QOLpolice_na,QOLfire_vg,QOLfire_g,QOLfire_f,QOLfire_p,QOLfire_dnk,QOLfire_na,QOLems_vg,QOLems_g,QOLems_f,QOLems_p,QOLems_dnk,QOLems_na,QOLstreets_vg,QOLstreets_g,QOLstreets_f,QOLstreets_p,QOLstreets_dnk,QOLstreets_na,QOLparks_vg,QOLparks_g,QOLparks_f,QOLparks_p,QOLparks_dnk,QOLparks_na,QOLgarbage_vg,QOLgarbage_g,QOLgarbage_f,QOLgarbage_p,QOLgarbage_dnk,QOLgarbage_na,QOLwater_vg,QOLwater_g,QOLwater_f,QOLwater_p,QOLwater_dnk,QOLwater_na,QOLgovtsrvall_vg,QOLgovtsrvall_g,QOLgovtsrvall_f,QOLgovtsrvall_p,QOLgovtsrvall_dnk,QOLgovtsrvall_na
54,55.0,1937560,Humboldt,ALL,11.776,53.421,21.699,6.125,6.979,0.0,14.002,48.258,17.695,15.029,4.016,0.999,45.505,34.709,15.115,0.0,4.671,0.0,12.709,36.818,32.785,5.088,10.078,2.522,2.923,23.045,54.261,19.771,0.0,0.0,6.903,18.857,22.598,9.53,27.686,14.425,5.606,12.694,12.403,1.053,51.974,16.271,14.557,31.876,23.431,6.45,15.691,7.994,6.873,58.238,26.327,2.235,2.616,3.71,19.888,40.814,28.72,6.161,3.182,1.235,31.456,51.735,8.628,4.723,3.459,0.0,46.81,42.988,1.008,1.008,6.97,1.217,41.422,32.886,6.324,1.026,17.102,1.239,6.906,49.689,36.041,6.344,1.021,0.0,38.49,55.56,4.937,1.012,0.0,0.0,38.798,42.232,2.61,2.23,10.892,3.239,38.205,51.534,3.592,1.039,2.295,3.334,26.854,58.688,3.868,5.034,4.254,1.304
55,56.0,1939450,Jefferson,ALL,12.87,26.933,34.017,10.028,13.841,2.311,21.456,35.904,32.558,6.661,2.263,1.158,29.261,35.406,11.42,0.0,20.201,3.713,5.606,48.701,31.53,3.833,9.191,1.139,3.227,24.722,58.111,13.94,0.0,0.0,7.748,24.54,16.94,0.0,43.531,7.242,7.278,33.645,14.79,0.0,39.656,4.631,7.936,34.287,11.868,0.0,42.545,3.364,9.602,72.307,13.158,3.803,1.13,0.0,16.343,50.622,21.691,1.546,7.082,2.716,28.357,47.457,6.943,2.9,14.344,0.0,31.563,58.358,6.007,0.0,4.072,0.0,28.805,44.314,8.441,0.0,18.44,0.0,12.252,58.765,25.205,1.423,2.356,0.0,20.052,49.628,19.829,1.206,9.287,0.0,41.256,52.288,2.88,0.0,3.575,0.0,23.228,47.147,18.906,5.703,5.015,0.0,22.666,50.356,19.453,0.0,6.35,1.175
56,57.0,1940260,Kanawha,ALL,5.054,20.928,33.299,25.404,10.089,5.226,8.667,39.512,18.164,17.635,2.792,13.23,32.015,42.072,4.459,1.382,17.664,2.408,3.478,46.491,32.329,1.267,11.69,4.745,1.889,5.226,26.117,31.496,1.238,34.033,2.992,11.361,13.608,11.747,42.349,17.942,3.559,22.071,25.865,7.892,28.523,12.091,10.244,20.697,19.847,12.926,22.703,13.583,7.961,31.713,42.285,12.778,2.631,2.631,2.904,16.749,13.127,8.165,4.574,54.481,7.504,24.472,30.481,12.856,7.601,17.086,72.496,26.114,0.0,0.0,1.39,0.0,61.196,34.156,1.738,0.0,2.911,0.0,13.618,47.388,25.702,12.153,1.139,0.0,26.872,61.399,7.081,4.648,0.0,0.0,46.126,40.674,5.396,0.0,6.665,1.139,28.397,47.878,11.286,3.128,9.311,0.0,25.035,44.29,17.947,7.26,4.316,1.152
57,58.0,1942600,Lake Park,ALL,8.236,14.981,49.438,3.491,12.59,11.264,8.387,6.289,22.298,25.464,11.927,25.634,66.7,19.774,4.715,0.0,8.811,0.0,9.378,28.611,25.754,18.979,16.136,1.143,0.0,22.7,34.295,33.674,0.0,9.331,12.691,16.473,22.273,3.134,38.268,7.161,1.435,27.483,19.347,0.0,39.188,12.547,2.537,37.602,18.114,1.941,32.558,7.249,8.862,39.714,38.418,3.53,6.51,2.965,15.655,39.257,28.979,7.628,7.025,1.456,23.142,49.05,18.579,4.199,5.03,0.0,50.445,41.056,3.784,0.0,4.715,0.0,28.486,39.807,9.33,2.853,19.524,0.0,12.098,63.2,21.338,1.474,1.89,0.0,33.478,40.554,18.948,0.0,7.02,0.0,41.71,33.235,7.777,3.491,11.695,2.092,27.542,60.794,3.979,1.365,5.377,0.943,21.125,47.535,18.534,4.74,7.519,0.546
58,59.0,1942960,Lamoni,ALL,0.762,12.604,51.628,21.9,8.812,4.294,8.379,28.088,50.29,13.243,0.0,0.0,21.865,41.915,10.623,4.794,20.193,0.61,1.993,39.123,47.621,7.009,4.253,0.0,0.767,11.118,27.615,59.906,0.595,0.0,9.548,13.694,11.845,17.853,37.564,9.496,1.768,19.847,17.949,4.687,53.004,2.744,23.92,34.789,22.497,1.416,16.215,1.163,7.025,32.064,54.057,6.26,0.593,0.0,12.015,34.244,25.251,16.929,3.287,8.274,26.228,46.398,26.409,0.0,0.965,0.0,34.587,30.071,8.307,0.0,27.035,0.0,37.589,40.78,10.282,3.942,7.407,0.0,10.942,29.843,26.77,32.445,0.0,0.0,17.024,63.671,16.4,1.934,0.972,0.0,25.739,51.954,8.403,11.785,0.972,1.147,26.552,48.212,21.414,0.0,3.822,0.0,12.334,65.934,10.684,6.005,4.432,0.61
59,60.0,1944085,Le Claire,ALL,1.31,11.685,34.236,13.367,38.092,1.31,12.521,45.392,18.728,1.944,20.76,0.655,85.995,1.391,0.0,0.0,6.958,5.655,16.833,49.87,7.603,5.379,14.937,5.379,19.802,46.297,24.411,6.082,3.407,0.0,8.683,19.77,12.454,4.151,46.051,8.891,2.787,8.106,8.604,9.438,56.106,14.958,2.99,12.492,28.146,17.944,37.067,1.361,8.097,68.776,10.751,0.0,12.376,0.0,6.909,40.089,23.92,12.061,7.274,9.748,43.159,23.159,24.604,1.213,7.109,0.755,46.997,35.172,3.447,0.0,14.385,0.0,43.559,32.205,2.903,0.661,20.672,0.0,6.468,23.624,48.688,19.059,0.626,1.534,10.273,31.492,30.905,13.025,11.54,2.766,42.263,45.674,7.654,0.0,2.204,2.204,28.596,40.924,5.385,0.0,13.598,11.497,18.805,46.964,12.143,0.678,20.58,0.83
60,61.0,1944400,Le Mars,ALL,8.245,47.989,32.769,5.133,5.863,0.0,27.337,39.313,28.471,3.462,1.417,0.0,28.304,44.483,14.439,0.0,11.089,1.685,7.38,46.405,38.055,1.462,5.237,1.462,4.564,35.032,50.645,9.758,0.0,0.0,8.636,35.568,22.963,2.904,18.059,11.87,2.739,23.381,32.864,0.0,23.791,17.226,6.218,46.536,25.875,5.058,12.042,4.271,4.036,64.094,27.38,0.0,4.491,0.0,13.898,54.465,25.044,1.428,4.681,0.483,41.257,41.61,5.762,5.866,5.505,0.0,41.85,48.079,1.449,0.0,8.623,0.0,39.792,39.957,6.649,0.0,13.602,0.0,13.964,52.735,23.121,10.179,0.0,0.0,29.311,58.298,12.391,0.0,0.0,0.0,25.828,47.347,14.972,3.66,5.452,2.742,12.853,54.207,22.527,5.101,3.232,2.079,17.98,50.44,25.081,0.0,6.499,0.0
61,62.0,1948450,Madrid,ALL,1.377,12.988,28.982,25.668,29.392,1.594,6.556,28.504,28.055,13.672,23.213,0.0,43.644,33.642,7.327,0.85,14.537,0.0,13.013,43.528,23.511,3.075,16.872,0.0,0.0,17.447,40.08,32.576,5.777,4.12,15.012,29.296,9.947,0.0,40.504,5.241,10.972,24.867,18.108,1.764,39.381,4.908,3.95,33.245,23.199,6.853,28.836,3.916,1.026,32.635,49.871,5.144,11.324,0.0,14.564,27.166,30.689,16.566,8.857,2.158,32.555,36.238,13.23,5.052,12.098,0.827,25.316,37.234,12.638,1.699,23.113,0.0,20.312,30.897,21.119,3.353,24.319,0.0,7.03,32.733,45.968,10.939,3.33,0.0,21.034,55.589,11.109,1.699,10.569,0.0,41.33,38.055,3.398,0.0,12.335,4.882,21.709,51.857,11.988,4.122,8.934,1.389,11.194,39.729,28.838,3.374,16.865,0.0
62,63.0,1949170,Mapleton,ALL,6.251,15.301,26.336,38.573,8.491,5.047,42.787,44.602,11.364,0.0,1.248,0.0,31.604,50.256,6.468,1.163,8.05,2.458,9.464,21.245,39.448,6.746,22.299,0.798,14.513,22.927,53.226,8.09,1.245,0.0,2.114,19.283,19.963,11.99,35.92,10.73,3.68,30.446,23.817,1.135,39.74,1.182,3.557,18.703,27.902,14.238,29.841,5.76,12.612,43.202,33.901,2.719,7.566,0.0,14.313,31.197,25.899,12.348,8.104,8.139,10.581,51.161,24.451,9.162,4.645,0.0,42.499,50.53,4.274,1.908,0.789,0.0,38.928,51.2,4.814,2.157,1.864,1.038,9.63,45.212,32.767,12.39,0.0,0.0,31.521,51.424,13.239,2.205,1.612,0.0,37.345,39.38,0.806,2.208,15.01,5.252,26.55,44.451,13.672,3.048,8.171,4.108,15.45,50.314,20.803,4.184,8.419,0.83
63,64.0,1950790,Mediapolis,ALL,2.645,38.746,23.517,11.919,19.268,3.905,8.245,27.513,41.596,4.245,12.282,6.12,69.429,17.805,2.116,0.0,7.367,3.283,9.306,51.283,20.188,7.327,10.996,0.899,11.12,35.6,31.041,16.392,2.892,2.955,24.291,29.761,14.938,3.227,21.662,6.121,4.96,14.533,25.152,2.887,46.163,6.305,15.923,43.303,9.585,3.017,23.418,4.754,19.136,42.63,31.673,3.14,3.422,0.0,11.045,28.628,29.458,11.237,9.755,9.877,18.0,32.483,33.695,9.383,2.981,3.459,70.917,23.073,4.06,0.0,1.95,0.0,54.742,39.282,2.133,0.0,3.037,0.806,19.762,50.74,23.762,5.736,0.0,0.0,37.446,44.943,15.867,1.745,0.0,0.0,59.061,26.479,2.717,0.0,9.325,2.418,34.523,41.304,9.533,6.406,4.574,3.66,23.022,58.325,8.003,1.823,7.095,1.731
64,65.0,1952860,Missouri Valley,ALL,0.0,22.033,20.102,41.321,15.415,1.128,19.192,49.917,27.157,0.0,3.735,0.0,18.058,24.373,28.829,9.697,17.0,2.043,5.15,34.506,45.876,8.712,3.735,2.021,4.042,9.901,29.45,54.633,1.975,0.0,2.119,15.17,23.756,7.301,49.809,1.846,7.959,27.436,11.164,12.229,39.245,1.966,6.308,24.541,31.758,12.416,23.131,1.846,2.08,33.465,54.434,5.034,4.987,0.0,12.796,30.669,23.704,23.958,6.133,2.74,12.709,53.416,20.759,5.082,5.982,2.052,27.298,41.896,11.841,1.76,15.23,1.975,33.47,32.197,4.943,3.593,23.782,2.015,6.864,29.403,31.523,26.454,5.756,0.0,34.143,40.645,12.458,4.977,7.776,0.0,30.588,29.537,4.843,1.76,21.477,11.795,7.776,54.364,7.516,9.606,13.123,7.615,13.014,57.145,20.251,0.0,9.589,0.0
65,66.0,1953355,Monroe,ALL,0.0,14.735,32.444,41.388,10.3,1.134,3.022,28.697,31.265,19.411,15.545,2.06,27.799,44.77,7.896,2.611,16.924,0.0,2.543,45.967,27.945,7.017,15.769,0.76,1.309,6.381,43.716,45.69,1.374,1.53,7.583,30.13,25.503,5.657,20.177,10.949,1.794,8.738,29.498,5.646,42.236,12.088,3.475,28.21,46.461,9.775,11.322,0.756,0.812,18.515,61.559,9.94,9.174,0.0,3.254,20.805,43.686,20.286,7.573,4.396,9.579,59.265,17.966,2.537,10.652,0.0,37.168,56.231,2.646,0.0,3.956,0.0,37.526,44.191,2.615,1.34,14.328,0.0,1.094,30.33,58.505,9.682,0.389,0.0,13.123,50.667,32.832,1.657,1.721,0.0,23.758,57.398,4.778,0.0,10.014,4.051,10.87,68.245,8.372,3.002,8.209,1.302,4.814,58.658,27.145,4.129,3.833,1.421
66,67.0,1953490,Montezuma,ALL,10.425,33.947,41.024,4.548,8.99,1.067,28.567,48.14,9.076,7.591,5.983,0.643,43.85,34.926,2.018,2.018,15.653,1.534,2.057,28.238,32.325,22.215,8.789,6.377,0.0,23.364,42.094,32.369,0.0,2.174,0.0,24.004,24.728,7.641,35.87,7.757,0.0,18.555,28.773,3.351,43.398,5.924,11.146,39.559,13.528,7.73,23.488,4.549,0.0,42.668,52.51,2.858,1.965,0.0,12.409,28.919,40.584,11.606,3.891,2.59,32.261,51.79,12.152,3.174,0.0,0.624,56.587,38.363,0.996,0.0,4.053,0.0,66.999,21.951,5.498,0.0,5.552,0.0,1.554,26.642,54.31,15.779,0.0,1.715,18.715,70.32,6.544,0.624,3.797,0.0,52.67,33.997,2.55,1.715,6.73,2.339,25.581,52.972,14.22,1.715,5.512,0.0,7.926,76.715,5.979,1.285,7.452,0.643
67,68.0,1954390,Moulton,ALL,0.0,3.837,34.179,44.143,10.415,7.425,4.384,7.97,5.193,10.213,11.82,60.42,31.724,45.382,11.926,1.441,9.526,0.0,0.66,8.704,52.318,19.502,12.292,6.524,0.0,0.0,15.504,47.048,9.366,28.082,2.836,7.388,22.798,13.859,21.847,31.272,13.808,22.051,15.289,4.292,37.822,6.738,4.584,10.414,15.832,21.946,37.496,9.727,6.306,15.265,49.286,16.812,7.726,4.606,3.358,9.57,19.982,9.847,11.627,45.615,1.274,22.428,26.956,15.255,7.746,26.34,30.216,57.68,5.72,0.641,5.743,0.0,28.141,56.247,8.318,0.0,5.743,1.551,1.571,4.873,26.027,56.9,8.526,2.102,13.984,32.589,43.416,2.096,7.914,0.0,36.002,23.222,12.98,0.651,11.482,15.663,30.766,50.905,10.444,0.0,7.885,0.0,4.187,51.36,18.525,3.775,18.502,3.652
68,69.0,1954480,Mount Ayr,ALL,2.131,20.511,38.247,29.024,8.085,2.001,25.885,50.849,20.104,3.163,0.0,0.0,37.486,47.065,4.718,1.659,6.562,2.51,6.702,30.027,36.156,9.873,15.645,1.597,3.737,25.358,51.385,19.521,0.0,0.0,9.68,36.947,20.351,5.606,24.08,3.336,21.656,30.722,22.672,1.597,20.086,3.266,14.935,31.113,34.218,1.001,16.131,2.601,13.417,50.646,27.841,4.797,3.3,0.0,11.829,38.186,32.504,6.941,8.184,2.356,24.509,50.655,17.827,5.33,1.678,0.0,43.889,40.452,10.392,0.0,4.218,1.049,47.95,43.575,3.694,1.57,3.211,0.0,0.0,9.708,39.702,50.59,0.0,0.0,16.585,64.541,12.906,0.0,5.969,0.0,39.232,51.634,4.874,1.049,3.21,0.0,22.607,58.244,14.432,4.718,0.0,0.0,15.922,45.247,22.553,2.503,12.742,1.034
69,70.0,1955065,Murray,ALL,0.578,12.667,12.113,65.559,2.769,6.314,0.542,5.245,2.359,21.882,7.698,62.274,67.158,27.285,3.108,0.0,2.448,0.0,6.631,6.087,54.191,23.029,3.216,6.844,0.0,2.359,16.737,20.145,0.0,60.759,7.113,14.866,18.782,17.347,31.012,10.881,0.0,0.568,5.517,21.507,32.956,39.453,5.249,21.743,17.565,20.094,22.106,13.243,1.827,8.429,38.257,41.448,6.267,3.772,3.075,10.426,21.579,27.186,3.151,34.583,9.226,45.051,25.237,8.343,8.589,3.553,32.022,39.618,22.863,0.0,5.497,0.0,34.469,35.096,12.054,5.618,12.763,0.0,0.0,0.535,6.801,89.28,0.0,3.384,6.024,40.371,45.678,4.27,3.115,0.542,29.644,39.101,9.467,1.804,17.55,2.435,8.974,61.404,21.859,2.467,4.752,0.545,7.198,37.781,34.233,5.984,13.467,1.337
70,71.0,1955335,Nashua,ALL,4.204,11.028,29.442,26.307,18.723,10.295,31.063,44.541,14.183,1.428,1.428,7.356,36.827,41.689,1.831,3.515,16.138,0.0,7.028,28.735,28.005,11.706,15.673,8.853,4.337,16.755,25.498,41.256,1.534,10.62,17.315,30.125,14.876,8.47,20.638,8.575,1.515,4.94,23.216,21.834,27.061,21.434,20.137,23.64,30.429,6.002,4.822,14.97,4.635,20.748,47.044,24.491,1.579,1.503,10.467,31.792,24.423,12.389,6.079,14.851,30.216,35.043,18.599,8.879,7.263,0.0,63.786,26.12,2.706,0.0,7.388,0.0,29.975,28.392,18.218,9.55,13.865,0.0,3.398,21.906,50.775,23.256,0.0,0.665,41.063,41.953,13.638,2.691,0.0,0.655,33.473,33.609,7.84,3.356,13.371,8.351,25.136,32.821,21.101,7.98,4.603,8.36,14.261,48.502,21.323,3.398,10.67,1.847
71,,1955560,Neola,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,72.0,1956910,Nora Springs,ALL,5.151,8.768,16.592,41.246,14.088,14.156,9.124,26.269,18.742,14.38,26.007,5.478,36.441,27.398,13.03,2.867,18.852,1.411,5.798,43.225,21.483,8.263,18.322,2.91,0.0,7.013,6.845,43.819,5.786,36.537,5.185,23.702,21.707,4.013,35.597,9.797,2.272,11.109,21.153,7.05,46.478,11.938,8.062,21.787,19.329,9.768,28.864,12.191,1.588,26.658,31.695,20.403,18.769,0.887,7.213,30.478,22.726,16.427,7.368,15.788,33.866,33.106,17.575,3.648,9.557,2.248,39.125,46.877,1.674,3.648,7.264,1.411,33.795,34.042,8.324,5.134,17.273,1.432,4.555,28.11,37.163,23.514,2.955,3.704,19.021,51.041,19.75,2.867,3.617,3.704,28.595,24.749,11.554,3.672,20.809,10.622,12.905,41.619,14.188,4.373,18.725,8.189,8.764,43.303,17.598,6.617,21.419,2.299
73,73.0,1957630,Northwood,ALL,3.161,16.679,35.594,24.1,20.465,0.0,7.54,44.022,23.103,10.164,15.17,0.0,31.945,40.45,8.413,4.718,13.317,1.157,12.167,47.197,21.223,3.51,15.903,0.0,6.896,22.032,41.992,12.778,6.854,9.448,8.695,23.134,13.549,0.475,54.147,0.0,4.014,24.706,19.287,0.0,51.525,0.467,8.099,39.904,12.719,4.867,33.954,0.458,12.219,43.555,37.409,2.389,4.428,0.0,12.591,40.488,26.593,7.561,11.968,0.799,34.999,45.459,12.247,2.077,5.219,0.0,57.033,34.486,0.0,0.0,8.48,0.0,56.874,31.308,0.457,0.0,11.362,0.0,12.087,30.798,47.494,6.359,3.261,0.0,21.445,64.389,12.071,0.0,2.094,0.0,35.992,28.203,10.702,3.838,15.972,5.293,23.444,53.616,14.154,0.471,8.315,0.0,11.295,66.723,7.434,2.032,11.322,1.194
74,74.0,1958080,Oakland,ALL,8.845,15.776,46.676,16.202,8.459,4.042,29.839,35.731,21.607,0.876,5.881,6.066,25.761,46.824,8.671,7.275,10.411,1.057,8.382,42.047,25.606,6.694,12.404,4.867,0.0,14.585,53.809,24.761,0.0,6.845,10.76,21.269,12.432,0.858,41.114,13.567,14.525,23.315,18.533,0.0,33.934,9.693,12.201,17.685,17.202,14.342,22.826,15.745,7.064,24.284,58.284,6.3,1.147,2.922,10.119,26.947,45.161,10.84,2.199,4.734,13.961,37.422,20.529,10.045,4.103,13.939,49.054,27.678,15.837,3.681,2.934,0.816,33.14,29.057,19.294,8.209,5.734,4.567,3.757,25.505,38.422,28.82,1.048,2.447,38.127,41.755,18.193,0.0,1.077,0.847,44.097,32.577,4.365,0.84,9.722,8.4,26.957,36.806,11.59,5.744,11.65,7.252,21.286,36.048,21.251,6.46,14.13,0.825
75,75.0,1958980,Olin,ALL,0.0,6.633,23.96,46.486,12.195,10.726,5.485,12.56,4.784,13.684,4.438,59.049,14.036,36.69,19.024,8.144,19.193,2.914,9.73,17.53,42.169,16.115,11.101,3.355,1.278,8.45,27.794,33.12,2.585,26.773,39.8,30.736,10.137,3.067,9.299,6.961,5.815,18.891,17.932,13.57,21.366,22.426,4.495,12.347,28.424,22.324,18.055,14.355,6.406,12.518,57.806,13.292,5.935,4.043,12.402,20.86,21.696,13.687,4.968,26.387,8.013,20.205,35.275,18.371,11.962,6.174,54.028,33.421,3.475,0.0,9.075,0.0,49.842,29.762,10.868,0.0,9.529,0.0,6.552,31.758,37.555,13.696,8.859,1.58,39.152,42.59,8.507,1.297,8.454,0.0,40.556,33.015,7.195,3.119,13.366,2.749,18.132,27.947,29.754,6.709,16.369,1.089,17.379,40.328,15.756,4.849,14.794,6.895
76,76.0,1960825,Pacific Junction,ALL,1.451,1.451,5.154,37.886,30.465,23.593,2.76,4.119,6.288,5.729,10.635,70.468,1.365,5.413,2.674,0.0,13.689,76.859,2.936,10.684,38.356,8.382,29.313,10.328,0.0,4.164,1.079,6.61,7.502,80.646,0.0,0.0,6.801,3.363,45.044,44.792,0.0,2.903,1.452,3.41,36.793,55.442,0.0,2.823,2.166,6.138,26.633,62.24,0.0,8.631,40.784,16.008,17.486,17.091,1.854,3.43,3.163,6.383,12.592,72.577,3.783,23.541,35.4,1.065,17.119,19.093,15.38,47.576,10.183,0.0,22.798,4.063,18.562,44.428,7.356,0.0,24.483,5.17,5.17,24.652,39.644,11.503,12.472,6.558,8.17,51.002,15.113,0.0,20.398,5.317,17.231,40.056,2.452,0.0,25.548,14.714,7.919,20.158,26.838,2.444,31.746,10.895,1.123,27.409,30.717,5.197,24.305,11.249
77,77.0,1963750,Pleasantville,ALL,4.065,13.513,31.638,27.448,17.109,6.227,15.369,51.195,10.058,5.022,18.357,0.0,34.391,38.871,8.595,5.418,12.726,0.0,8.252,41.746,29.034,0.0,19.743,1.225,5.4,3.743,28.849,39.506,11.065,11.437,20.308,22.749,12.607,8.319,32.848,3.17,16.701,21.45,16.09,0.0,44.63,1.13,14.727,36.523,21.03,3.471,21.7,2.549,9.431,46.426,26.207,6.966,10.969,0.0,17.102,26.672,25.472,12.411,7.806,10.537,14.865,45.409,18.599,4.292,15.867,0.969,27.247,49.928,4.566,2.149,16.109,0.0,26.671,41.003,14.909,0.0,17.418,0.0,2.192,44.368,39.318,12.108,1.007,1.007,21.428,59.435,13.443,3.221,2.473,0.0,36.587,38.189,6.508,0.0,17.73,0.985,18.705,45.288,12.664,3.555,15.061,4.727,7.492,60.083,10.586,4.787,17.052,0.0
78,78.0,1963975,Pocahontas,ALL,0.967,34.882,33.564,8.588,18.804,3.195,37.223,40.849,14.205,5.2,2.523,0.0,36.251,30.139,11.044,10.444,12.122,0.0,4.15,57.196,16.924,2.353,16.572,2.805,4.924,34.203,48.801,10.215,0.0,1.858,11.765,32.415,8.108,1.406,38.063,8.242,9.718,21.011,15.373,2.322,44.786,6.791,9.776,21.458,20.352,10.685,33.938,3.791,5.051,51.018,39.091,0.929,3.911,0.0,14.133,38.958,32.011,5.781,7.679,1.439,52.087,38.847,1.309,3.954,3.802,0.0,67.191,24.88,1.313,0.0,6.617,0.0,60.784,27.285,4.021,0.0,7.911,0.0,26.329,52.755,19.604,1.313,0.0,0.0,42.311,47.963,3.537,0.0,6.189,0.0,47.657,23.608,6.189,0.0,10.898,11.648,34.42,38.198,10.079,13.302,4.001,0.0,33.359,54.69,5.758,0.0,6.194,0.0
79,79.0,1964065,Pomeroy,ALL,0.0,6.651,51.314,29.371,6.549,6.116,0.0,0.946,5.086,17.575,3.283,73.11,35.542,31.506,20.082,0.801,6.657,5.411,8.433,39.484,24.461,18.267,6.066,3.289,1.247,6.071,24.17,32.63,4.072,31.81,4.635,23.695,32.735,13.082,20.011,5.843,1.257,20.821,23.713,12.288,31.794,10.127,3.892,10.929,32.501,13.029,18.599,21.05,2.747,11.437,63.371,16.95,2.747,2.747,4.596,13.669,19.779,13.216,3.49,45.249,12.718,44.126,22.44,17.261,2.542,0.914,16.181,36.956,32.64,5.167,7.229,1.827,9.26,35.57,34.221,7.667,10.473,2.808,10.48,44.128,38.892,5.575,0.0,0.925,57.099,34.564,4.907,0.0,2.506,0.925,25.998,51.071,3.923,0.933,10.585,7.49,13.168,29.205,34.478,10.966,11.259,0.925,4.262,46.027,30.037,4.763,11.399,3.511
80,80.0,1965235,Quasqueton,ALL,0.0,19.231,24.374,43.093,3.706,9.596,2.195,14.972,7.024,14.111,6.054,55.644,28.657,22.507,1.551,1.469,1.551,44.266,1.692,44.418,32.352,6.241,12.092,3.205,0.0,3.963,4.459,7.457,0.0,84.121,0.0,35.224,16.28,8.339,14.795,25.362,1.218,13.066,18.895,9.811,24.664,32.346,7.464,17.349,19.255,19.628,10.037,26.267,12.242,21.673,43.314,7.368,8.482,6.92,11.895,27.04,15.975,9.31,0.732,35.048,3.859,44.888,33.86,5.018,2.013,10.362,34.754,48.076,12.638,2.608,1.924,0.0,45.812,45.526,5.608,3.055,0.0,0.0,3.122,52.547,41.191,3.14,0.0,0.0,14.85,56.705,27.488,0.957,0.0,0.0,50.453,45.377,3.204,0.967,0.0,0.0,39.352,41.412,14.689,1.455,1.952,1.14,13.225,45.117,25.448,4.937,7.915,3.358
81,81.0,1965370,Radcliffe,ALL,0.0,13.155,35.869,25.018,22.091,3.867,0.974,5.204,7.521,19.698,10.282,56.32,16.443,42.474,15.071,6.984,15.269,3.759,5.163,39.351,28.382,3.786,21.88,1.439,0.962,8.852,12.131,32.641,5.478,39.937,4.78,25.37,19.833,3.767,38.625,7.626,3.397,3.334,17.484,8.745,44.369,22.671,3.014,10.607,22.647,15.919,37.419,10.393,6.898,32.711,34.46,13.242,12.689,0.0,5.213,32.867,19.955,8.932,6.152,26.88,8.635,42.895,19.839,7.302,11.867,9.463,48.036,34.983,3.633,0.0,13.348,0.0,43.759,38.684,8.538,0.0,9.019,0.0,20.886,43.949,24.3,3.276,7.589,0.0,41.578,49.486,3.14,0.95,4.846,0.0,31.881,28.784,11.277,0.0,20.701,7.356,32.401,31.091,7.054,3.714,19.71,6.03,18.331,42.62,16.285,1.481,19.867,1.416
82,82.0,1969510,Sabula,ALL,0.0,0.0,24.075,37.578,15.575,22.772,5.862,1.038,5.634,6.561,10.116,70.789,15.106,23.53,11.134,10.63,16.691,22.908,2.061,11.171,32.124,5.002,36.741,12.901,0.0,0.0,6.843,10.788,2.72,79.649,0.986,7.675,9.521,11.861,41.437,28.521,4.401,12.522,6.14,14.727,46.555,15.655,4.425,6.502,7.096,23.289,29.515,29.173,1.988,17.489,46.078,17.985,12.882,3.579,13.178,23.92,16.285,8.674,5.517,32.426,19.032,26.816,27.052,13.72,11.686,1.694,28.928,36.724,8.85,0.0,20.436,5.063,35.718,33.165,10.638,0.0,17.358,3.12,6.564,29.241,41.339,8.981,12.828,1.046,26.771,54.567,12.09,1.015,5.557,0.0,19.167,17.467,6.287,0.902,33.01,23.168,11.768,24.436,15.968,5.789,25.035,17.004,7.905,27.915,28.601,1.057,31.739,2.783
