,index,CommID,FIPSPL,Name,CAT,QOLjobs_vg,QOLjobs_g,QOLjobs_f,QOLjobs_p,QOLjobs_dnk,QOLjobs_na,QOLmed_vg,QOLmed_g,QOLmed_f,QOLmed_p,QOLmed_dnk,QOLmed_na,QOLk12_vg,QOLk12_g,QOLk12_f,QOLk12_p,QOLk12_dnk,QOLk12_na,QOLhousing_vg,QOLhousing_g,QOLhousing_f,QOLhousing_p,QOLhousing_dnk,QOLhousing_na,QOLshop_vg,QOLshop_g,QOLshop_f,QOLshop_p,QOLshop_dnk,QOLshop_na,QOLchildcare_vg,QOLchildcare_g,QOLchildcare_f,QOLchildcare_p,QOLchildcare_dnk,QOLchildcare_na,QOLseniorcare_vg,QOLseniorcare_g,QOLseniorcare_f,QOLseniorcare_p,QOLseniorcare_dnk,QOLseniorcare_na,QOLyouth_vg,QOLyouth_g,QOLyouth_f,QOLyouth_p,QOLyouth_dnk,QOLyouth_na,QOLcommsrvall_vg,QOLcommsrvall_g,QOLcommsrvall_f,QOLcommsrvall_p,QOLcommsrvall_dnk,QOLcommsrvall_na,QOLrecrentr_vg,QOLrecrentr_g,QOLrecrentr_f,QOLrecrentr_p,QOLrecrentr_dnk,QOLrecrentr_na,QOLpolice_vg,QOLpolice_g,QOLpolice_f,QOLpolice_p,QOLpolice_dnk,QOLpolice_na,QOLfire_vg,QOLfire_g,QOLfire_f,QOLfire_p,QOLfire_dnk,QOLfire_na,QOLems_vg,QOLems_g,QOLems_f,QOLems_p,QOLems_dnk,QOLems_na,QOLstreets_vg,QOLstreets_g,QOLstreets_f,QOLstreets_p,QOLstreets_dnk,QOLstreets_na,QOLparks_vg,QOLparks_g,QOLparks_f,QOLparks_p,QOLparks_dnk,QOLparks_na,QOLgarbage_vg,QOLgarbage_g,QOLgarbage_f,QOLgarbage_p,QOLgarbage_dnk,QOLgarbage_na,QOLwater_vg,QOLwater_g,QOLwater_f,QOLwater_p,QOLwater_dnk,QOLwater_na,QOLgovtsrvall_vg,QOLgovtsrvall_g,QOLgovtsrvall_f,QOLgovtsrvall_p,QOLgovtsrvall_dnk,QOLgovtsrvall_na
0,1212,1.0,1900595,Afton,INC4,17.339,8.111,50.559,17.952,6.04,0.0,0.0,17.339,6.04,20.023,0.0,56.599,48.66,39.26,6.04,0.0,6.04,0.0,0.0,19.409,48.488,17.952,8.111,6.04,0.0,17.339,18.12,31.935,0.0,32.606,0.0,27.52,15.268,6.04,29.864,21.308,2.071,29.419,23.211,5.872,18.12,21.308,25.449,15.268,20.023,0.0,23.992,15.268,0.0,35.484,55.689,8.827,0.0,0.0,27.349,27.236,14.095,7.941,2.704,20.675,30.644,44.861,13.299,11.195,0.0,0.0,51.907,36.74,5.677,0.0,5.677,0.0,19.317,69.33,5.677,0.0,5.677,0.0,2.06,23.255,57.438,17.247,0.0,0.0,27.564,58.36,14.076,0.0,0.0,0.0,8.068,45.589,23.088,0.0,23.255,0.0,41.473,52.518,0.0,6.008,0.0,0.0,7.084,69.235,16.597,0.0,0.0,7.084
1,1213,2.0,1900640,Agency,INC4,0.0,0.0,40.519,17.203,9.631,32.647,0.0,0.0,8.953,0.0,8.953,82.094,51.745,32.263,0.0,8.953,7.039,0.0,14.357,49.831,26.859,0.0,8.953,0.0,0.0,0.0,0.0,17.906,0.0,82.094,0.0,7.039,44.706,0.0,15.992,32.263,7.039,0.0,23.31,0.0,46.341,23.31,7.039,14.357,28.714,0.0,31.984,17.906,10.454,29.127,24.983,10.454,8.219,16.764,0.0,16.085,22.127,2.984,0.0,58.804,8.953,32.263,7.039,0.0,15.992,35.753,68.016,31.984,0.0,0.0,0.0,0.0,28.714,55.294,15.992,0.0,0.0,0.0,37.667,53.38,8.953,0.0,0.0,0.0,52.024,40.937,0.0,0.0,7.039,0.0,46.62,46.341,0.0,0.0,0.0,7.039,37.667,46.341,8.953,0.0,0.0,7.039,25.075,40.219,9.631,0.0,15.444,9.631
2,1214,3.0,1900730,Ainsworth,INC4,0.0,0.0,34.889,47.12,11.853,6.138,0.0,4.357,0.0,32.127,3.14,60.377,3.14,12.418,44.818,36.483,3.14,0.0,0.0,0.0,45.525,38.265,16.21,0.0,0.0,0.0,0.0,39.623,0.0,60.377,0.0,35.907,4.436,0.0,59.658,0.0,0.0,0.0,3.14,36.483,52.315,8.062,31.749,0.0,10.637,42.622,11.853,3.14,3.14,36.105,10.637,43.98,0.0,6.138,11.63,21.361,10.165,35.672,0.0,21.172,0.0,44.818,50.825,4.357,0.0,0.0,6.28,61.593,32.127,0.0,0.0,0.0,42.385,19.35,38.265,0.0,0.0,0.0,1.782,39.245,18.133,40.84,0.0,0.0,10.495,77.652,7.497,4.357,0.0,0.0,4.922,0.0,6.28,32.127,53.531,3.14,6.138,16.21,3.14,35.267,36.105,3.14,0.0,41.027,13.07,32.127,13.776,0.0
3,1215,4.0,1900865,Albert City,INC4,6.205,45.872,19.865,19.865,5.809,2.382,3.755,0.0,0.0,15.387,0.0,80.858,46.248,8.588,3.632,19.489,22.042,0.0,3.823,23.122,55.402,5.639,8.191,3.823,0.0,6.094,30.572,20.926,0.0,42.407,4.038,18.468,30.581,12.114,28.843,5.956,0.0,8.473,15.951,22.707,26.326,26.543,0.0,19.6,21.427,20.17,15.927,22.875,3.823,10.008,61.041,23.312,0.0,1.816,2.781,11.699,24.002,14.898,0.0,46.62,24.847,55.272,16.126,3.755,0.0,0.0,70.271,29.729,0.0,0.0,0.0,0.0,45.034,47.087,3.755,2.34,1.784,0.0,33.604,45.471,20.926,0.0,0.0,0.0,43.064,55.153,1.784,0.0,0.0,0.0,27.115,20.056,4.199,0.0,44.808,3.823,20.91,43.368,23.878,0.0,8.021,3.823,28.508,26.26,28.93,0.0,4.076,12.227
4,1216,5.0,1900910,Albia,INC4,15.652,14.805,40.95,22.11,6.484,0.0,28.619,59.651,5.247,0.0,6.484,0.0,70.391,21.288,0.0,0.0,8.321,0.0,8.898,33.447,36.856,6.933,13.866,0.0,0.0,7.33,28.373,57.813,6.484,0.0,18.16,6.088,26.832,0.0,48.92,0.0,6.933,22.347,22.347,0.0,48.372,0.0,15.743,41.426,0.0,0.0,42.832,0.0,8.321,46.083,45.596,0.0,0.0,0.0,20.85,25.307,37.255,11.77,4.819,0.0,49.517,18.214,32.269,0.0,0.0,0.0,29.22,40.349,0.0,0.0,30.431,0.0,35.703,35.703,0.0,0.0,28.594,0.0,13.814,47.074,28.619,10.494,0.0,0.0,12.577,49.492,29.609,0.0,8.321,0.0,34.442,30.456,26.781,0.0,8.321,0.0,50.339,28.373,6.484,8.321,6.484,0.0,7.33,71.381,8.321,0.0,12.967,0.0
5,1217,6.0,1900955,Albion,INC4,4.781,4.781,10.312,43.431,4.781,31.914,0.0,24.232,0.0,0.0,0.0,75.768,0.0,17.656,16.927,0.0,4.496,60.92,8.557,18.199,36.141,6.865,4.834,25.403,0.0,0.0,3.551,0.0,0.0,96.449,0.0,9.562,0.0,0.0,35.744,54.694,0.0,12.773,2.558,0.0,31.917,52.752,4.781,12.214,4.781,0.0,10.312,67.912,0.0,44.174,27.306,23.909,4.611,0.0,2.721,1.594,3.035,7.554,3.131,81.965,2.494,39.08,21.423,4.496,2.494,30.013,69.383,6.99,23.627,0.0,0.0,0.0,55.188,21.184,0.0,23.627,0.0,0.0,6.99,31.032,61.978,0.0,0.0,0.0,15.983,50.163,16.927,16.927,0.0,0.0,33.878,9.698,40.555,0.0,6.99,8.879,41.574,27.809,28.124,0.0,2.494,0.0,19.361,44.384,27.058,0.0,2.583,6.614
6,1218,7.0,1901270,Allerton,INC4,8.177,12.421,43.028,36.374,0.0,0.0,12.421,0.0,18.187,0.0,0.0,69.392,24.841,0.0,0.0,0.0,0.0,75.159,0.0,0.0,59.642,40.358,0.0,0.0,8.177,0.0,0.0,0.0,0.0,91.823,0.0,30.608,12.421,0.0,48.795,8.177,8.177,43.028,12.421,0.0,18.187,18.187,0.0,38.785,30.608,12.421,18.187,0.0,8.177,43.028,36.374,12.421,0.0,0.0,18.991,21.209,18.483,6.062,0.0,35.256,20.597,66.982,0.0,12.421,0.0,0.0,38.785,61.215,0.0,0.0,0.0,0.0,51.205,48.795,0.0,0.0,0.0,0.0,0.0,18.187,8.177,61.215,12.421,0.0,20.597,48.795,30.608,0.0,0.0,0.0,44.551,43.028,0.0,0.0,0.0,12.421,26.364,73.636,0.0,0.0,0.0,0.0,20.597,66.982,0.0,0.0,12.421,0.0
7,1219,8.0,1901630,Altoona,INC4,1.861,9.303,28.871,14.661,38.97,6.333,10.985,48.282,14.259,11.567,9.952,4.956,39.879,44.139,3.589,7.78,4.613,0.0,14.357,60.35,13.28,7.844,4.168,0.0,1.861,38.93,37.459,18.96,2.791,0.0,10.499,19.777,14.745,7.78,37.771,9.428,0.0,0.837,8.461,7.926,75.887,6.888,2.82,32.346,23.531,9.807,29.616,1.881,2.743,62.401,25.449,8.001,1.405,0.0,16.748,42.405,25.371,12.594,2.882,0.0,44.009,40.008,5.435,7.78,2.768,0.0,45.411,43.597,0.0,7.78,3.212,0.0,37.389,31.927,0.0,7.78,22.905,0.0,21.097,42.139,28.984,7.78,0.0,0.0,41.342,44.118,12.695,0.0,1.846,0.0,54.756,38.483,6.761,0.0,0.0,0.0,35.402,44.32,20.277,0.0,0.0,0.0,17.061,54.897,5.51,12.871,6.855,2.806
8,1220,9.0,1902260,Anita,INC4,0.0,24.27,49.724,15.022,10.985,0.0,0.0,58.136,31.122,10.743,0.0,0.0,22.823,46.916,30.261,0.0,0.0,0.0,8.834,20.949,58.136,12.081,0.0,0.0,0.0,8.834,48.765,31.658,0.0,10.743,19.381,68.835,0.0,0.0,11.784,0.0,12.331,0.0,41.569,14.994,16.862,14.245,0.0,27.875,28.353,20.949,22.823,0.0,0.0,78.668,21.332,0.0,0.0,0.0,20.86,53.506,7.759,14.645,3.23,0.0,0.0,19.577,52.011,10.743,0.0,17.669,71.641,28.359,0.0,0.0,0.0,0.0,48.824,8.834,42.342,0.0,0.0,0.0,19.041,72.125,0.0,8.834,0.0,0.0,38.559,49.36,12.081,0.0,0.0,0.0,46.916,21.485,0.0,0.0,31.599,0.0,13.348,52.017,21.954,0.0,0.0,12.681,0.0,31.831,34.867,21.867,11.434,0.0
9,1221,10.0,1903475,Atkins,INC4,1.137,8.529,17.053,22.627,31.996,18.659,14.574,52.56,10.274,4.514,12.986,5.091,35.037,34.494,5.499,3.654,21.316,0.0,31.618,43.061,22.343,0.0,2.979,0.0,0.0,0.0,3.242,29.723,12.802,54.233,22.379,26.168,13.085,2.832,32.704,2.832,1.359,0.0,1.359,9.49,62.869,24.923,13.421,25.935,13.026,2.8,33.517,11.302,0.0,36.703,46.238,3.408,11.966,1.685,9.561,7.748,19.429,16.542,10.494,36.226,10.376,37.156,41.313,1.561,6.131,3.463,46.228,45.548,1.046,1.046,6.131,0.0,43.676,28.589,6.546,0.0,21.189,0.0,9.521,53.4,29.388,6.628,1.064,0.0,14.289,48.861,27.148,1.046,8.656,0.0,29.85,33.859,20.666,0.0,15.626,0.0,12.184,47.476,19.27,10.512,10.558,0.0,11.611,64.296,11.337,1.107,10.541,1.107
