CommID,FIPSPL,Name,CAT,QOLjobs_vg,QOLjobs_g,QOLjobs_f,QOLjobs_p,QOLjobs_dnk,QOLjobs_na,QOLmed_vg,QOLmed_g,QOLmed_f,QOLmed_p,QOLmed_dnk,QOLmed_na,QOLk12_vg,QOLk12_g,QOLk12_f,QOLk12_p,QOLk12_dnk,QOLk12_na,QOLhousing_vg,QOLhousing_g,QOLhousing_f,QOLhousing_p,QOLhousing_dnk,QOLhousing_na,QOLshop_vg,QOLshop_g,QOLshop_f,QOLshop_p,QOLshop_dnk,QOLshop_na,QOLchildcare_vg,QOLchildcare_g,QOLchildcare_f,QOLchildcare_p,QOLchildcare_dnk,QOLchildcare_na,QOLseniorcare_vg,QOLseniorcare_g,QOLseniorcare_f,QOLseniorcare_p,QOLseniorcare_dnk,QOLseniorcare_na,QOLyouth_vg,QOLyouth_g,QOLyouth_f,QOLyouth_p,QOLyouth_dnk,QOLyouth_na,QOLcommsrvall_vg,QOLcommsrvall_g,QOLcommsrvall_f,QOLcommsrvall_p,QOLcommsrvall_dnk,QOLcommsrvall_na,QOLrecrentr_vg,QOLrecrentr_g,QOLrecrentr_f,QOLrecrentr_p,QOLrecrentr_dnk,QOLrecrentr_na,QOLpolice_vg,QOLpolice_g,QOLpolice_f,QOLpolice_p,QOLpolice_dnk,QOLpolice_na,QOLfire_vg,QOLfire_g,QOLfire_f,QOLfire_p,QOLfire_dnk,QOLfire_na,QOLems_vg,QOLems_g,QOLems_f,QOLems_p,QOLems_dnk,QOLems_na,QOLstreets_vg,QOLstreets_g,QOLstreets_f,QOLstreets_p,QOLstreets_dnk,QOLstreets_na,QOLparks_vg,QOLparks_g,QOLparks_f,QOLparks_p,QOLparks_dnk,QOLparks_na,QOLgarbage_vg,QOLgarbage_g,QOLgarbage_f,QOLgarbage_p,QOLgarbage_dnk,QOLgarbage_na,QOLwater_vg,QOLwater_g,QOLwater_f,QOLwater_p,QOLwater_dnk,QOLwater_na,QOLgovtsrvall_vg,QOLgovtsrvall_g,QOLgovtsrvall_f,QOLgovtsrvall_p,QOLgovtsrvall_dnk,QOLgovtsrvall_na
8.0,1901630,Altoona,AGE3,0.0,43.74,16.667,0.0,29.187,10.406,26.074,53.62,4.355,0.0,15.95,0.0,50.0,28.109,4.695,0.0,17.195,0.0,31.023,50.0,0.0,5.182,13.795,0.0,7.24,39.14,42.025,7.24,4.355,0.0,8.92,19.652,0.0,0.0,57.143,14.286,9.793,21.576,5.892,5.892,47.054,9.793,0.0,51.777,0.0,0.0,39.304,8.92,8.711,60.86,11.595,0.0,18.835,0.0,24.776,41.871,12.441,0.0,15.416,5.496,61.083,15.285,8.347,0.0,15.285,0.0,44.444,29.16,4.174,0.0,22.222,0.0,50.736,18.835,4.355,0.0,26.074,0.0,15.139,75.754,9.107,0.0,0.0,0.0,44.909,46.38,4.355,0.0,4.355,0.0,73.604,22.222,4.174,0.0,0.0,0.0,44.909,42.025,13.066,0.0,0.0,0.0,48.414,37.5,4.695,0.0,9.391,0.0
9.0,1902260,Anita,AGE3,0.0,4.214,28.928,9.339,49.09,8.429,22.245,58.317,11.509,4.351,3.579,0.0,55.144,28.176,4.17,0.0,12.51,0.0,8.159,36.318,31.841,0.0,20.0,3.682,3.682,40.0,31.841,20.0,0.0,4.477,19.939,33.058,8.471,0.0,30.887,7.645,3.551,21.307,22.841,15.739,24.375,12.187,3.551,25.625,18.523,4.318,44.432,3.551,25.0,32.774,37.5,4.726,0.0,0.0,41.924,39.587,3.598,4.375,6.835,3.682,6.859,22.058,29.657,27.709,3.429,10.288,79.943,20.057,0.0,0.0,0.0,0.0,76.392,19.29,4.318,0.0,0.0,0.0,22.841,47.216,18.523,11.42,0.0,0.0,47.545,48.285,0.0,0.0,4.17,0.0,72.841,12.187,0.0,0.0,7.102,7.869,44.115,41.427,11.029,3.429,0.0,0.0,27.583,39.519,8.224,9.026,15.647,0.0
10.0,1903475,Atkins,AGE3,0.0,4.608,16.065,10.336,54.047,14.944,36.31,32.976,20.833,0.0,9.881,0.0,45.717,24.768,3.818,0.0,17.131,8.566,42.668,36.592,4.888,0.0,10.964,4.888,0.0,4.66,9.32,31.36,10.453,44.207,10.964,10.964,9.775,6.077,57.332,4.888,0.0,5.075,6.31,46.776,26.612,15.226,20.672,25.28,0.0,0.0,40.224,13.823,8.438,41.049,21.095,20.981,4.219,4.219,4.515,9.749,16.073,18.867,21.389,29.408,7.637,33.333,24.768,14.241,8.566,11.455,78.982,16.035,0.0,0.0,4.984,0.0,82.869,4.747,0.0,0.0,12.384,0.0,8.566,56.244,12.384,14.241,4.747,3.818,32.405,45.717,8.566,0.0,9.494,3.818,41.899,40.97,0.0,0.0,13.313,3.818,32.405,24.768,12.384,9.494,17.131,3.818,25.751,40.665,19.742,0.0,13.841,0.0
11.0,1903655,Audubon,AGE3,0.0,24.263,21.429,28.571,25.737,0.0,40.317,24.339,13.333,15.344,6.667,0.0,45.949,42.326,3.908,0.0,7.817,0.0,11.798,29.494,27.715,7.678,23.315,0.0,3.992,16.553,44.791,24.537,10.127,0.0,6.389,25.862,13.083,8.316,44.118,2.231,6.134,34.664,36.806,10.127,10.127,2.142,4.08,16.915,23.184,14.428,35.124,6.269,0.0,32.251,27.485,15.01,25.254,0.0,5.497,26.26,27.456,14.226,16.89,9.669,33.106,50.925,7.984,0.0,7.984,0.0,55.209,30.672,3.992,0.0,10.127,0.0,67.478,22.395,0.0,0.0,10.127,0.0,6.134,32.814,34.664,18.403,7.984,0.0,13.858,56.929,7.678,7.959,13.577,0.0,39.204,37.91,0.0,2.189,14.428,6.269,34.958,24.17,15.042,10.788,15.042,0.0,24.537,45.083,6.134,6.134,18.111,0.0
12.0,1904420,Bancroft,AGE3,0.0,38.455,31.536,0.0,12.309,17.7,63.073,26.146,5.391,0.0,5.391,0.0,10.084,6.471,6.471,5.042,17.983,53.95,5.391,63.073,12.309,0.0,13.836,5.391,16.555,46.05,25.882,11.513,0.0,0.0,21.91,56.181,6.564,5.115,0.0,10.23,31.52,45.2,17.12,0.0,6.16,0.0,36.488,6.564,16.795,11.679,11.679,16.795,31.062,44.69,12.124,12.124,0.0,0.0,34.187,41.028,9.144,3.906,4.388,7.347,33.781,50.671,10.813,0.0,0.0,4.736,74.83,25.17,0.0,0.0,0.0,0.0,73.549,26.451,0.0,0.0,0.0,0.0,4.098,23.975,33.333,38.593,0.0,0.0,42.577,41.296,11.605,4.521,0.0,0.0,52.013,27.703,0.0,0.0,10.813,9.471,30.972,36.775,17.408,0.0,5.803,9.043,28.785,40.0,18.411,0.0,7.196,5.607
13.0,1904825,Batavia,AGE3,0.0,0.0,0.0,26.056,6.338,67.606,0.0,5.455,8.485,0.0,0.0,86.061,12.676,45.07,16.197,0.0,0.0,26.056,0.0,26.056,9.859,12.676,12.676,38.732,0.0,9.272,0.0,0.0,0.0,90.728,0.0,0.0,7.258,11.29,33.065,48.387,0.0,6.338,0.0,6.338,16.197,71.127,0.0,9.859,0.0,0.0,32.394,57.746,0.0,21.192,15.232,21.192,11.921,30.464,0.0,5.327,8.593,5.084,0.0,80.996,0.0,27.152,33.113,15.232,0.0,24.503,45.07,45.07,0.0,0.0,0.0,9.859,38.732,45.07,9.859,0.0,6.338,0.0,0.0,30.464,42.384,11.921,0.0,15.232,30.464,15.232,21.192,0.0,17.881,15.232,37.594,13.534,0.0,10.526,27.82,10.526,32.394,35.211,16.197,0.0,6.338,9.859,0.0,30.827,17.293,6.767,24.06,21.053
14.0,1904870,Battle Creek,AGE3,0.0,3.678,37.011,29.655,10.345,19.311,3.245,17.647,3.245,5.274,5.882,64.706,9.434,16.142,20.965,12.159,8.177,33.124,11.157,31.441,30.628,11.765,9.128,5.882,0.0,0.0,9.128,17.647,2.637,70.588,0.0,23.318,21.634,6.971,27.884,20.193,2.784,26.123,37.259,9.636,5.568,18.63,6.042,11.459,18.75,15.416,12.083,36.25,9.636,24.198,32.333,15.846,8.352,9.636,1.111,12.579,23.221,7.92,5.667,49.502,29.838,38.306,16.936,9.677,5.242,0.0,74.804,22.656,0.0,0.0,2.539,0.0,55.809,38.667,0.0,0.0,5.524,0.0,2.554,28.487,54.42,11.984,2.554,0.0,32.809,53.831,5.108,0.0,5.108,3.143,61.885,27.898,2.554,2.554,2.554,2.554,39.238,44.762,5.524,8.0,2.476,0.0,12.5,50.646,9.052,9.052,11.854,6.896
15.0,1904960,Bayard,AGE3,0.0,5.183,21.071,31.606,36.788,5.353,0.0,0.0,5.353,15.888,15.718,63.042,6.351,37.5,25.0,0.0,12.298,18.851,5.183,26.423,52.506,5.353,10.535,0.0,0.0,0.0,0.0,16.756,5.645,77.599,0.0,0.0,6.351,12.298,31.149,50.202,0.0,5.466,16.577,11.111,22.222,44.624,5.972,11.754,17.536,5.782,23.507,35.45,5.645,33.154,27.688,5.466,11.29,16.756,12.839,21.899,11.426,5.334,13.022,35.48,5.635,44.365,11.091,16.547,5.635,16.726,50.0,38.73,11.27,0.0,0.0,0.0,33.274,50.0,16.726,0.0,0.0,0.0,11.921,46.736,35.383,0.0,5.96,0.0,12.274,43.561,31.489,0.0,6.338,6.338,33.453,44.007,11.27,0.0,0.0,11.27,5.96,40.587,11.731,23.841,11.921,5.96,16.547,33.095,22.182,5.635,16.905,5.635
16.0,1905365,Bedford,AGE3,4.656,16.275,32.55,30.243,16.275,0.0,22.886,60.466,6.238,6.238,4.171,0.0,52.196,39.098,4.353,0.0,4.353,0.0,10.41,16.685,24.991,12.514,24.991,10.41,4.171,24.991,49.981,20.857,0.0,0.0,13.059,41.294,4.353,4.353,30.431,6.51,13.968,27.894,27.894,4.656,20.931,4.656,0.0,27.894,20.931,4.656,30.243,16.275,16.648,29.199,33.333,4.171,6.238,10.41,12.049,30.369,22.082,9.032,10.964,15.505,37.795,35.551,15.551,0.0,11.102,0.0,50.019,33.333,16.648,0.0,0.0,0.0,45.847,37.505,16.648,0.0,0.0,0.0,0.0,13.347,35.551,51.102,0.0,0.0,32.588,63.059,4.353,0.0,0.0,0.0,50.019,29.162,4.171,0.0,10.41,6.238,12.514,77.076,4.171,0.0,6.238,0.0,8.343,37.505,14.581,0.0,33.333,6.238
17.0,1907030,Bloomfield,AGE3,3.186,29.169,25.859,16.052,25.734,0.0,20.089,39.845,28.666,8.578,2.822,0.0,22.492,38.879,6.48,0.0,25.67,6.48,0.0,39.472,30.264,6.1,24.164,0.0,0.0,38.098,35.421,20.558,5.923,0.0,6.71,30.0,16.71,0.0,46.581,0.0,15.191,18.065,30.381,0.0,36.364,0.0,6.947,24.248,31.062,3.407,34.335,0.0,2.904,61.788,17.654,5.923,11.731,0.0,12.225,48.767,16.455,6.791,15.763,0.0,22.617,64.548,6.355,0.0,0.0,6.48,13.273,76.74,0.0,0.0,3.286,6.701,23.26,50.064,9.987,0.0,9.987,6.701,0.0,6.929,44.837,37.908,3.398,6.929,7.172,49.931,32.207,0.0,3.517,7.172,30.09,33.119,3.286,13.402,0.0,20.103,22.19,40.73,18.54,11.095,0.0,7.445,6.929,51.632,13.724,0.0,20.786,6.929
18.0,1909280,Buffalo Center,AGE3,2.754,28.45,24.758,9.171,34.867,0.0,30.436,55.651,11.302,0.0,2.61,0.0,58.829,35.285,0.0,0.0,5.886,0.0,16.966,40.177,25.891,2.68,14.286,0.0,7.831,44.349,36.517,11.302,0.0,0.0,45.712,30.474,2.859,0.0,20.955,0.0,14.286,66.068,8.925,2.68,5.361,2.68,5.718,39.051,21.898,9.519,14.295,9.519,16.082,57.143,21.414,0.0,5.361,0.0,20.512,37.351,23.435,7.591,9.371,1.74,22.872,56.173,18.096,0.0,0.0,2.859,74.515,25.485,0.0,0.0,0.0,0.0,78.711,18.509,0.0,0.0,2.779,0.0,11.436,18.096,39.994,30.474,0.0,0.0,37.765,56.109,3.063,0.0,3.063,0.0,60.215,22.45,0.0,0.0,14.271,3.063,32.391,48.571,0.0,0.0,19.039,0.0,11.436,55.231,9.519,2.859,14.295,6.66
19.0,1910045,Calmar,AGE3,0.0,15.789,46.491,9.649,28.07,0.0,11.57,35.537,11.57,9.091,26.446,5.785,32.71,50.467,0.0,0.0,10.28,6.542,5.6,14.4,20.0,11.2,40.0,8.8,5.932,5.932,21.186,36.441,18.644,11.864,8.8,25.6,11.2,0.0,45.6,8.8,0.0,37.879,24.242,0.0,37.879,0.0,0.0,21.186,17.797,0.0,45.763,15.254,0.0,56.14,21.93,9.649,12.281,0.0,10.76,36.487,9.78,3.733,25.443,13.796,26.168,57.009,0.0,0.0,16.822,0.0,39.252,37.383,0.0,0.0,23.364,0.0,36.842,18.421,0.0,0.0,44.737,0.0,0.0,42.991,23.364,10.28,23.364,0.0,13.084,53.271,6.542,0.0,27.103,0.0,13.084,13.084,0.0,0.0,46.729,27.103,13.084,36.449,0.0,0.0,40.187,10.28,21.875,14.583,18.75,0.0,44.792,0.0
20.0,1912270,Center Point,AGE3,16.015,19.282,9.802,3.267,45.099,6.535,71.524,12.656,6.328,0.0,9.492,0.0,50.0,25.0,0.0,0.0,6.328,18.672,34.269,3.496,20.63,0.0,38.109,3.496,0.0,56.422,30.067,0.0,10.133,3.378,0.0,49.667,6.755,0.0,36.822,6.755,0.0,16.015,38.564,3.267,38.886,3.267,3.378,0.0,43.245,0.0,36.822,16.556,16.556,16.889,63.178,0.0,3.378,0.0,7.516,16.266,30.283,1.089,26.107,18.738,3.378,59.8,3.378,19.933,6.755,6.755,70.594,22.872,3.267,0.0,3.267,0.0,74.688,18.984,3.164,0.0,3.164,0.0,0.0,13.069,35.619,51.312,0.0,0.0,40.08,36.032,4.048,0.0,0.0,19.84,57.846,32.352,3.267,0.0,3.267,3.267,19.282,16.337,45.099,0.0,16.015,3.267,22.549,67.648,9.802,0.0,0.0,0.0
21.0,1912720,Chariton,AGE3,20.559,30.28,20.0,9.72,19.441,0.0,22.658,50.765,17.718,8.859,0.0,0.0,22.915,33.749,16.251,0.0,21.668,5.417,21.61,26.13,36.935,0.0,15.325,0.0,0.0,15.14,60.559,24.301,0.0,0.0,0.0,29.254,6.915,0.0,63.831,0.0,25.419,30.28,15.14,14.581,14.581,0.0,25.699,25.0,18.925,6.075,24.301,0.0,5.383,56.313,27.537,10.767,0.0,0.0,20.443,24.13,20.495,25.346,9.586,0.0,5.139,89.723,5.139,0.0,0.0,0.0,63.438,31.423,5.139,0.0,0.0,0.0,47.431,21.146,0.0,0.0,31.423,0.0,0.0,17.959,53.214,28.826,0.0,0.0,0.0,60.834,33.749,5.417,0.0,0.0,58.299,36.562,0.0,0.0,5.139,0.0,0.0,21.146,36.562,37.153,5.139,0.0,0.0,80.45,6.517,0.0,13.033,0.0
22.0,1913080,Cherokee,AGE3,4.16,52.08,21.417,0.0,13.405,8.937,52.3,37.057,7.096,3.548,0.0,0.0,29.905,43.144,13.239,3.428,3.428,6.856,11.308,34.741,27.112,11.58,11.308,3.951,14.717,55.585,18.528,11.17,0.0,0.0,4.369,22.816,17.475,0.0,45.955,9.385,16.864,33.728,28.846,7.988,12.574,0.0,29.525,16.914,24.332,0.0,20.623,8.605,34.919,35.191,22.282,0.0,7.609,0.0,42.27,34.823,19.088,1.226,1.277,1.317,57.329,29.669,9.574,0.0,0.0,3.428,70.331,29.669,0.0,0.0,0.0,0.0,66.903,26.714,6.383,0.0,0.0,0.0,9.811,30.378,29.669,26.714,0.0,3.428,60.284,33.097,3.191,0.0,0.0,3.428,53.901,23.049,13.239,0.0,6.383,3.428,46.572,26.477,16.903,3.428,3.191,3.428,30.967,52.265,6.854,6.609,3.305,0.0
23.0,1913530,Clarence,AGE3,4.275,3.651,40.25,20.125,28.05,3.651,41.255,44.637,6.765,7.343,0.0,0.0,24.185,29.954,8.279,4.465,33.116,0.0,3.831,20.749,47.008,3.272,21.868,3.272,0.0,0.0,7.343,49.176,3.961,39.52,0.0,18.814,0.0,7.646,62.974,10.566,12.2,20.125,28.05,7.925,31.7,0.0,7.301,15.85,15.226,8.549,48.799,4.275,7.6,22.202,42.699,11.7,15.799,0.0,7.433,15.135,12.032,16.905,10.889,37.607,26.46,54.726,11.168,0.0,7.646,0.0,63.071,22.158,7.386,0.0,7.386,0.0,62.489,22.158,3.984,0.0,11.37,0.0,3.984,37.511,37.511,17.592,3.402,0.0,61.168,31.186,4.124,0.0,3.522,0.0,40.331,22.158,0.0,0.0,26.141,11.37,35.766,40.913,0.0,3.984,15.353,3.984,6.804,40.913,18.755,0.0,26.141,7.386
24.0,1913575,Clarinda,AGE3,3.171,50.355,8.803,5.632,32.04,0.0,22.005,50.0,23.425,0.0,4.57,0.0,36.093,36.093,0.0,0.0,27.815,0.0,2.832,53.466,20.752,7.861,15.088,0.0,7.143,24.002,42.857,21.429,4.57,0.0,8.803,41.553,11.263,5.632,32.75,0.0,6.147,45.734,20.138,0.0,22.523,5.459,0.0,29.579,15.145,14.434,35.211,5.632,19.353,35.2,26.685,0.0,14.071,4.69,34.562,33.533,14.239,1.523,12.939,3.204,53.056,32.367,9.914,0.0,4.663,0.0,60.933,39.067,0.0,0.0,0.0,0.0,68.809,23.902,0.0,0.0,7.288,0.0,2.626,48.981,38.479,9.914,0.0,0.0,35.47,46.486,10.399,0.0,7.645,0.0,58.307,34.405,2.626,0.0,4.663,0.0,44.907,36.442,18.651,0.0,0.0,0.0,39.517,35.936,14.97,0.0,9.577,0.0
25.0,1915240,Colo,AGE3,0.0,4.686,14.059,17.633,50.675,12.947,6.562,11.167,0.0,3.722,0.0,78.549,53.945,21.32,8.953,0.0,15.781,0.0,12.447,34.388,18.776,0.0,18.776,15.612,0.0,3.722,6.562,11.167,0.0,78.549,9.049,4.525,12.5,0.0,56.902,17.025,25.229,22.28,17.497,10.682,13.63,10.682,23.153,19.957,7.386,0.0,33.736,15.767,11.837,25.708,23.675,11.837,22.658,4.285,15.365,17.366,8.691,4.997,11.771,41.811,35.512,21.423,8.569,0.0,34.495,0.0,75.0,25.0,0.0,0.0,0.0,0.0,78.904,21.096,0.0,0.0,0.0,0.0,8.569,44.081,35.512,0.0,7.553,4.285,47.354,38.162,0.0,0.0,14.485,0.0,40.325,39.416,0.0,0.0,20.26,0.0,50.909,35.584,0.0,0.0,13.506,0.0,24.691,36.529,4.285,0.0,34.495,0.0
26.0,1915420,Columbus Junction,AGE3,5.712,15.585,32.722,5.712,35.331,4.937,22.174,50.676,9.275,0.0,12.899,4.975,25.799,23.526,22.174,19.226,9.275,0.0,4.3,27.15,42.752,0.0,25.799,0.0,0.0,31.45,36.425,22.85,4.3,4.975,5.009,28.015,13.667,0.0,53.309,0.0,8.245,45.995,18.433,4.122,18.433,4.77,0.0,27.86,24.758,0.0,37.621,9.761,4.122,38.398,31.449,8.245,17.786,0.0,2.964,37.672,24.872,2.748,21.044,10.699,26.474,41.4,18.55,4.975,8.6,0.0,73.969,21.26,4.77,0.0,0.0,0.0,57.296,26.244,8.541,0.0,7.919,0.0,4.122,47.291,44.464,0.0,4.122,0.0,35.993,46.011,9.338,4.329,4.329,0.0,54.888,27.326,4.77,0.0,4.122,8.893,39.373,37.101,4.975,0.0,0.0,18.55,13.667,49.66,19.357,0.0,17.316,0.0
27.0,1916500,Corning,AGE3,0.0,23.932,30.814,26.0,14.441,4.814,62.464,24.295,11.055,2.186,0.0,0.0,44.717,21.374,14.865,8.477,10.566,0.0,4.598,27.202,45.466,15.9,6.833,0.0,6.684,26.734,33.418,30.979,2.186,0.0,11.287,38.713,15.75,0.0,27.426,6.824,11.431,38.892,33.906,11.302,2.234,2.234,11.417,38.713,15.88,4.463,22.704,6.824,17.096,40.346,25.583,14.883,2.092,0.0,24.466,32.823,22.044,10.231,7.447,2.989,50.059,37.426,6.257,6.257,0.0,0.0,54.155,35.914,7.968,1.964,0.0,0.0,50.178,33.215,12.515,2.046,2.046,0.0,13.477,17.59,44.543,24.391,0.0,0.0,39.709,47.894,8.304,2.046,2.046,0.0,38.45,42.507,8.477,2.089,6.388,2.089,47.228,44.645,8.128,0.0,0.0,0.0,30.526,39.195,21.61,2.136,6.532,0.0
28.0,1916545,Correctionville,AGE3,0.0,12.478,29.194,16.716,37.433,4.179,25.863,37.122,11.099,0.0,14.817,11.099,54.094,29.229,0.0,0.0,16.677,0.0,14.235,14.286,35.791,0.0,24.987,10.701,10.701,28.571,39.273,10.753,10.701,0.0,7.667,19.195,7.722,0.0,46.167,19.25,14.764,25.916,14.87,0.0,29.634,14.817,18.481,29.634,11.152,0.0,25.916,14.817,7.663,53.804,19.294,11.577,7.663,0.0,17.26,34.59,13.613,2.478,13.56,18.499,19.195,46.167,19.305,0.0,7.667,7.667,49.917,42.416,0.0,0.0,7.667,0.0,53.778,30.888,0.0,0.0,15.334,0.0,0.0,38.445,42.361,3.861,7.667,7.667,26.862,46.222,11.583,0.0,7.667,7.667,51.922,28.112,0.0,0.0,7.975,11.991,31.899,40.161,11.991,0.0,7.975,7.975,15.334,42.361,3.861,3.861,30.723,3.861
29.0,1919945,Denison,AGE3,2.557,27.475,25.082,4.951,32.426,7.508,37.584,37.875,20.146,4.396,0.0,0.0,46.437,27.741,9.501,0.0,16.322,0.0,12.439,27.594,17.545,14.992,27.43,0.0,8.792,35.604,48.937,6.667,0.0,0.0,0.0,29.984,14.992,0.0,42.422,12.602,0.0,44.628,29.029,7.886,18.457,0.0,7.496,14.992,22.488,5.106,44.812,5.106,8.996,29.759,45.279,6.822,6.822,2.323,12.616,41.681,26.118,1.587,17.999,0.0,35.951,44.779,12.893,6.377,0.0,0.0,66.424,26.919,2.267,0.0,4.39,0.0,46.811,29.852,16.959,0.0,6.377,0.0,2.267,48.721,33.576,15.436,0.0,0.0,13.623,29.566,29.566,0.0,27.246,0.0,36.228,27.246,22.754,0.0,6.811,6.96,39.404,39.708,11.554,0.0,9.334,0.0,28.01,37.176,23.854,6.519,4.441,0.0
30.0,1921810,Donnellson,AGE3,3.907,5.729,30.729,30.729,19.271,9.636,8.789,3.564,5.225,24.464,3.564,54.394,53.276,20.961,0.0,0.0,16.158,9.606,0.0,29.807,44.176,15.989,10.028,0.0,0.0,0.0,3.624,37.439,3.624,55.313,7.814,30.729,23.179,5.729,26.821,5.729,6.882,20.414,32.109,5.045,20.414,15.136,0.0,14.787,16.794,16.539,29.573,22.307,7.391,23.645,23.645,19.95,19.95,5.418,6.27,27.292,22.587,11.916,3.588,28.346,15.369,42.199,25.459,0.0,16.973,0.0,36.797,54.851,4.966,0.0,3.387,0.0,56.659,28.215,4.966,0.0,10.16,0.0,9.931,16.705,28.215,30.023,15.126,0.0,30.567,43.448,11.355,0.0,14.631,0.0,25.057,44.92,4.966,4.966,15.126,4.966,4.803,27.291,29.039,29.039,9.828,0.0,18.284,49.885,18.284,0.0,13.547,0.0
31.0,1922620,Dumont,AGE3,0.0,8.332,27.277,25.756,21.21,17.424,0.0,59.355,14.839,7.743,3.872,14.191,7.23,17.471,10.241,0.0,7.23,57.828,8.396,44.278,29.768,0.0,17.558,0.0,10.558,39.753,27.948,21.74,0.0,0.0,0.0,16.792,26.72,8.396,43.512,4.581,0.0,47.916,15.972,15.972,15.972,4.167,0.0,17.394,25.364,16.667,12.318,28.257,0.0,41.999,35.336,11.333,7.332,4.001,4.946,26.978,12.921,19.964,10.317,24.873,8.994,39.153,18.52,8.994,8.994,15.345,60.316,24.87,0.0,3.175,11.638,0.0,50.791,46.034,0.0,3.175,0.0,0.0,33.878,43.716,13.117,0.0,9.289,0.0,41.797,36.508,12.169,0.0,6.35,3.175,45.499,23.001,0.0,3.001,13.999,14.501,46.446,22.406,9.289,0.0,12.569,9.289,9.604,35.594,9.604,10.171,31.636,3.39
32.0,1923250,Eagle Grove,AGE3,0.0,14.541,40.816,19.388,20.408,4.847,7.451,52.942,15.686,15.686,8.235,0.0,42.996,45.915,3.697,0.0,7.393,0.0,0.0,54.872,20.128,8.051,16.949,0.0,0.0,22.353,54.509,23.137,0.0,0.0,4.378,27.189,18.433,0.0,45.622,4.378,18.433,31.567,22.811,4.378,22.811,0.0,4.378,13.134,28.11,4.378,45.622,4.378,4.194,34.437,43.708,8.389,9.271,0.0,15.885,42.702,17.246,16.271,7.895,0.0,33.583,51.407,11.444,3.565,0.0,0.0,66.417,26.454,0.0,0.0,7.13,0.0,70.974,20.974,0.0,0.0,8.051,0.0,11.09,30.351,46.692,11.867,0.0,0.0,40.713,52.157,7.13,0.0,0.0,0.0,59.674,27.902,0.0,0.0,3.87,8.554,59.287,33.583,3.565,0.0,3.565,0.0,11.609,48.879,20.163,3.87,15.479,0.0
33.0,1924645,Elgin,AGE3,0.0,0.0,22.375,41.98,29.109,6.535,2.974,33.645,5.947,24.163,12.268,21.003,48.415,30.866,6.977,0.0,10.359,3.382,23.518,33.128,13.292,10.021,13.292,6.749,9.387,9.387,31.033,34.483,6.322,9.387,9.108,15.055,24.163,2.974,33.458,15.242,6.134,27.324,18.216,18.029,15.055,15.242,12.268,36.432,12.082,15.055,15.055,9.108,13.07,32.277,35.246,3.168,6.535,9.703,18.528,28.622,7.187,9.201,8.117,28.346,16.206,28.853,19.368,13.044,16.206,6.323,64.426,29.051,0.0,0.0,6.522,0.0,22.529,54.941,3.162,6.522,9.684,3.162,22.728,22.331,35.574,12.846,6.522,0.0,51.779,32.015,9.684,0.0,6.522,0.0,41.443,32.252,2.883,0.0,14.594,8.829,33.582,42.114,6.123,0.0,15.214,2.968,24.101,38.056,10.147,3.382,24.314,0.0
34.0,1924780,Elk Horn,AGE3,14.452,25.317,23.523,16.034,10.338,10.338,48.716,41.484,7.707,2.093,0.0,0.0,67.465,22.255,0.0,0.0,7.585,2.695,16.65,42.538,22.132,0.0,15.939,2.741,6.9,13.8,36.443,31.681,0.0,11.176,26.644,33.9,3.061,0.0,28.345,8.05,17.616,17.079,15.253,11.063,25.027,13.963,13.529,22.097,25.141,5.524,22.661,11.048,24.976,43.343,26.433,2.624,2.624,0.0,27.759,27.169,16.574,4.008,4.546,19.943,13.274,45.244,24.115,11.947,0.0,5.42,86.154,11.077,0.0,0.0,2.769,0.0,83.898,7.795,2.769,0.0,5.538,0.0,27.068,37.379,27.39,8.163,0.0,0.0,53.201,46.799,0.0,0.0,0.0,0.0,65.736,22.663,2.9,0.0,5.8,2.9,46.485,40.398,2.309,0.0,5.666,5.142,45.011,37.755,0.0,3.061,14.172,0.0
35.0,1925095,Elma,AGE3,4.224,13.458,15.028,41.159,17.682,8.448,0.0,7.692,11.866,23.077,7.038,50.327,4.268,21.338,7.197,11.465,23.599,32.134,9.091,23.114,37.137,0.0,17.409,13.25,0.0,11.7,27.754,23.399,3.672,33.474,22.933,25.442,9.47,4.735,24.699,12.721,4.201,28.088,19.687,26.113,10.627,11.285,4.521,16.667,13.563,16.667,24.291,24.291,0.0,28.264,45.03,17.544,4.191,4.97,14.081,30.631,23.969,13.109,9.466,8.744,4.489,21.039,24.12,24.824,16.549,8.978,34.171,54.439,4.006,0.0,7.384,0.0,29.313,38.292,12.06,8.275,12.06,0.0,0.0,46.504,29.919,19.431,4.146,0.0,22.638,62.062,7.338,3.981,3.981,0.0,16.584,41.708,18.131,0.0,20.081,3.496,15.946,51.485,8.651,7.973,15.946,0.0,0.0,44.566,14.492,20.135,20.808,0.0
