CommID,FIPSPL,Name,CAT,QOLjobs_vg,QOLjobs_g,QOLjobs_f,QOLjobs_p,QOLjobs_dnk,QOLjobs_na,QOLmed_vg,QOLmed_g,QOLmed_f,QOLmed_p,QOLmed_dnk,QOLmed_na,QOLk12_vg,QOLk12_g,QOLk12_f,QOLk12_p,QOLk12_dnk,QOLk12_na,QOLhousing_vg,QOLhousing_g,QOLhousing_f,QOLhousing_p,QOLhousing_dnk,QOLhousing_na,QOLshop_vg,QOLshop_g,QOLshop_f,QOLshop_p,QOLshop_dnk,QOLshop_na,QOLchildcare_vg,QOLchildcare_g,QOLchildcare_f,QOLchildcare_p,QOLchildcare_dnk,QOLchildcare_na,QOLseniorcare_vg,QOLseniorcare_g,QOLseniorcare_f,QOLseniorcare_p,QOLseniorcare_dnk,QOLseniorcare_na,QOLyouth_vg,QOLyouth_g,QOLyouth_f,QOLyouth_p,QOLyouth_dnk,QOLyouth_na,QOLcommsrvall_vg,QOLcommsrvall_g,QOLcommsrvall_f,QOLcommsrvall_p,QOLcommsrvall_dnk,QOLcommsrvall_na,QOLrecrentr_vg,QOLrecrentr_g,QOLrecrentr_f,QOLrecrentr_p,QOLrecrentr_dnk,QOLrecrentr_na,QOLpolice_vg,QOLpolice_g,QOLpolice_f,QOLpolice_p,QOLpolice_dnk,QOLpolice_na,QOLfire_vg,QOLfire_g,QOLfire_f,QOLfire_p,QOLfire_dnk,QOLfire_na,QOLems_vg,QOLems_g,QOLems_f,QOLems_p,QOLems_dnk,QOLems_na,QOLstreets_vg,QOLstreets_g,QOLstreets_f,QOLstreets_p,QOLstreets_dnk,QOLstreets_na,QOLparks_vg,QOLparks_g,QOLparks_f,QOLparks_p,QOLparks_dnk,QOLparks_na,QOLgarbage_vg,QOLgarbage_g,QOLgarbage_f,QOLgarbage_p,QOLgarbage_dnk,QOLgarbage_na,QOLwater_vg,QOLwater_g,QOLwater_f,QOLwater_p,QOLwater_dnk,QOLwater_na,QOLgovtsrvall_vg,QOLgovtsrvall_g,QOLgovtsrvall_f,QOLgovtsrvall_p,QOLgovtsrvall_dnk,QOLgovtsrvall_na
83.0,1969645,Sac City,SEX2F,0.0,29.045,44.051,12.046,12.382,2.476,54.608,37.447,5.535,0.0,2.409,0.0,21.475,44.893,13.037,0.0,15.855,4.74,14.826,33.44,36.596,2.679,12.459,0.0,13.614,22.689,48.089,13.48,0.0,2.128,18.353,18.184,26.609,0.0,29.852,7.001,11.442,42.642,10.257,0.0,35.659,0.0,11.703,25.679,25.235,2.581,30.24,4.561,9.423,37.684,50.312,0.0,2.581,0.0,17.667,44.29,21.02,6.427,10.596,0.0,35.46,44.675,15.327,0.0,4.538,0.0,60.181,37.35,0.0,0.0,2.469,0.0,55.372,21.582,13.486,0.0,9.56,0.0,0.0,24.081,38.567,37.352,0.0,0.0,30.24,50.455,11.093,5.93,2.28,0.0,38.732,33.896,17.421,0.0,4.975,4.975,62.419,28.224,4.819,0.0,4.538,0.0,17.622,68.958,8.428,0.0,4.991,0.0
84.0,1969735,Saint Ansgar,SEX2F,9.385,42.626,28.007,4.915,15.067,0.0,47.872,43.072,7.547,0.0,1.509,0.0,60.693,25.792,2.871,1.435,9.209,0.0,11.489,47.633,29.841,1.549,9.487,0.0,7.294,39.543,38.254,10.714,0.0,4.195,27.409,40.769,1.549,0.0,27.174,3.099,8.615,25.592,24.649,2.578,37.057,1.509,9.684,46.928,17.543,3.019,21.317,1.509,13.455,68.626,16.32,0.0,1.599,0.0,17.379,40.434,25.2,5.545,10.687,0.754,31.876,48.079,13.425,5.149,1.471,0.0,69.146,25.705,2.206,0.0,2.943,0.0,63.793,23.089,6.191,2.943,3.984,0.0,1.471,33.347,40.928,22.782,1.471,0.0,28.648,48.16,13.752,0.0,9.44,0.0,26.368,44.12,13.791,0.0,7.106,8.615,18.881,55.291,13.548,1.471,9.337,1.471,12.568,56.553,12.9,2.239,13.189,2.551
85.0,1969915,Saint Charles,SEX2F,0.0,13.381,8.08,24.364,29.048,25.126,0.0,12.63,2.903,37.88,22.09,24.498,33.852,34.576,16.804,0.0,12.008,2.76,2.99,47.98,16.909,2.99,26.789,2.343,6.936,17.019,2.358,38.615,8.376,26.697,2.99,16.771,12.87,16.909,42.139,8.322,2.97,2.97,2.328,14.472,56.067,21.192,10.051,3.041,10.051,17.858,48.151,10.849,2.921,29.988,23.389,28.838,14.864,0.0,3.956,8.121,5.387,30.251,12.177,40.107,15.482,16.334,23.889,7.086,21.726,15.482,30.848,40.341,21.726,7.086,0.0,0.0,21.129,31.816,27.491,2.76,16.804,0.0,15.482,23.048,52.349,9.121,0.0,0.0,17.645,40.096,28.812,0.0,13.447,0.0,7.086,39.499,21.726,2.76,26.766,2.163,33.138,50.059,2.76,2.163,9.121,2.76,15.482,32.286,26.179,5.52,20.532,0.0
86.0,1972210,Sheffield,SEX2F,13.538,42.708,25.992,0.0,11.303,6.46,32.812,36.093,17.918,4.948,8.229,0.0,53.054,34.016,0.0,1.692,8.056,3.182,8.517,39.896,21.745,11.483,13.334,5.026,0.0,28.457,52.671,12.564,4.643,1.664,20.056,40.97,10.322,0.0,28.651,0.0,5.045,22.478,8.662,13.653,41.338,8.825,6.638,31.546,13.435,6.638,33.404,8.338,15.211,54.367,18.395,3.345,8.682,0.0,18.508,35.133,17.112,7.388,8.502,13.357,47.329,41.221,8.121,0.0,3.328,0.0,62.26,33.016,1.64,0.0,3.084,0.0,73.633,11.102,0.0,0.0,15.265,0.0,11.1,39.708,38.093,9.436,1.664,0.0,32.171,54.849,12.98,0.0,0.0,0.0,39.632,44.618,3.227,0.0,9.489,3.034,20.536,44.55,19.022,6.307,9.586,0.0,25.593,45.029,12.081,5.053,10.433,1.811
87.0,1972975,Sibley,SEX2F,0.0,22.988,27.109,27.892,20.342,1.669,24.474,44.146,18.614,7.92,4.846,0.0,22.067,31.399,20.149,8.573,17.811,0.0,4.389,37.841,30.165,13.524,14.081,0.0,1.71,31.572,36.265,28.742,1.71,0.0,16.001,51.115,1.749,5.571,22.562,3.002,5.198,24.349,20.454,11.959,35.066,2.975,0.0,43.042,17.019,8.426,28.562,2.951,4.389,51.365,32.638,6.762,4.846,0.0,5.108,33.19,35.58,15.641,8.413,2.068,21.592,51.381,14.923,10.462,1.642,0.0,32.795,57.213,6.762,0.0,3.231,0.0,31.881,49.349,9.535,0.0,7.62,1.615,8.778,56.154,26.69,6.762,1.615,0.0,21.945,56.912,10.293,2.774,8.077,0.0,27.148,46.562,1.615,5.147,17.913,1.615,13.542,58.536,16.762,0.0,11.16,0.0,10.85,53.681,23.003,0.0,10.85,1.615
88.0,1978735,Traer,SEX2F,0.0,31.598,26.303,15.946,22.299,3.855,21.628,46.512,24.445,2.947,1.877,2.591,39.522,37.578,7.564,0.0,13.505,1.83,1.843,57.658,18.932,0.0,21.567,0.0,6.917,36.918,41.63,9.46,5.074,0.0,22.889,38.984,23.624,0.0,10.573,3.93,13.014,25.624,27.357,2.122,20.185,11.698,4.554,34.48,29.829,0.0,26.583,4.554,7.979,54.925,33.107,0.0,3.99,0.0,2.115,19.559,43.246,19.786,8.554,6.739,16.857,35.889,34.434,2.48,1.797,8.543,65.806,26.766,7.429,0.0,0.0,0.0,52.495,44.932,0.0,0.0,2.572,0.0,5.391,41.963,36.663,11.034,4.949,0.0,23.603,61.54,12.377,2.48,0.0,0.0,45.66,40.837,0.0,2.48,11.023,0.0,36.332,32.385,19.134,7.871,4.277,0.0,13.263,52.112,11.023,0.0,23.603,0.0
89.0,1979815,University Park,SEX2F,5.296,1.463,0.0,10.592,21.76,60.889,0.0,14.573,5.146,0.0,0.0,80.281,1.522,19.583,14.076,0.0,7.029,57.79,8.104,37.672,18.561,5.22,20.003,10.44,0.0,0.0,0.0,5.146,1.422,93.433,31.991,26.286,10.291,0.0,13.135,18.297,0.0,5.146,1.422,0.0,36.594,56.838,1.422,0.0,0.0,5.146,19.719,73.714,6.409,19.924,22.791,12.819,18.153,19.903,8.288,0.0,8.288,6.099,1.422,75.903,29.656,38.225,16.522,0.0,0.0,15.598,22.609,57.808,5.507,0.0,14.076,0.0,32.995,46.281,5.828,0.0,14.896,0.0,6.087,24.149,44.674,25.091,0.0,0.0,47.717,49.239,0.0,0.0,1.522,1.522,25.652,40.688,14.076,19.583,0.0,0.0,44.557,55.443,0.0,0.0,0.0,0.0,14.058,42.21,5.507,0.0,36.703,1.522
90.0,1980580,Ventura,SEX2F,0.0,0.0,11.276,42.221,31.819,14.684,2.933,0.0,10.402,14.44,9.903,62.323,53.126,19.539,11.662,0.0,15.673,0.0,15.851,53.718,10.718,0.0,9.473,10.24,0.0,0.0,3.705,20.939,2.909,72.447,27.854,23.654,3.705,0.0,38.969,5.819,23.174,31.174,7.2,2.827,31.732,3.892,6.614,2.909,21.54,6.614,44.487,17.835,13.633,28.799,34.277,8.455,10.443,4.392,25.724,18.739,12.869,9.151,1.191,32.326,39.304,39.304,13.821,0.0,7.57,0.0,62.764,32.983,0.0,4.253,0.0,0.0,49.846,36.639,0.0,0.0,10.542,2.972,41.17,49.563,6.178,3.089,0.0,0.0,51.373,37.762,10.865,0.0,0.0,0.0,41.464,22.511,7.064,0.0,25.176,3.785,38.965,36.892,0.0,4.389,11.306,8.448,35.212,44.517,5.944,3.785,10.542,0.0
91.0,1980985,Villisca,SEX2F,0.0,0.0,47.615,42.026,6.103,4.257,22.436,39.487,19.897,13.923,4.257,0.0,20.402,38.924,20.271,14.185,6.218,0.0,2.005,18.996,41.505,6.63,30.864,0.0,0.0,14.185,35.163,46.891,0.0,3.761,1.881,20.402,14.891,8.098,54.728,0.0,0.0,7.523,31.663,5.642,50.835,4.337,1.881,28.501,28.945,1.881,38.793,0.0,0.0,35.324,48.796,10.096,5.784,0.0,1.282,32.359,26.879,17.887,11.372,10.221,7.949,20.026,50.719,9.23,6.103,5.974,38.334,44.18,9.666,0.0,7.82,0.0,23.398,37.307,18.734,10.28,10.28,0.0,0.0,25.362,47.348,20.916,6.374,0.0,18.988,51.928,22.71,0.0,6.374,0.0,41.897,27.846,5.974,0.0,24.282,0.0,10.36,33.512,25.871,7.949,22.308,0.0,1.928,41.698,31.602,1.928,20.916,1.928
92.0,1982740,Waukon,SEX2F,0.0,20.416,44.439,27.613,7.532,0.0,48.128,42.883,3.805,0.0,5.183,0.0,21.851,37.674,13.019,0.0,20.418,7.038,5.29,38.381,32.384,9.508,14.437,0.0,3.466,26.995,48.097,21.442,0.0,0.0,12.098,26.656,6.916,1.733,49.132,3.466,5.198,30.816,15.58,1.733,46.673,0.0,5.29,26.748,17.963,9.508,38.727,1.763,5.198,39.449,55.353,0.0,0.0,0.0,22.936,46.026,19.437,6.043,5.557,0.0,38.036,35.216,14.075,7.399,5.274,0.0,58.834,35.628,3.805,0.0,0.0,1.733,60.551,19.385,1.733,0.0,18.331,0.0,1.733,12.454,41.166,44.647,0.0,0.0,44.017,41.546,10.91,0.0,3.527,0.0,42.308,16.859,0.0,5.737,29.727,5.369,35.496,48.029,9.311,0.0,5.369,1.795,14.708,50.412,23.948,0.0,10.932,0.0
93.0,1982875,Waverly,SEX2F,3.824,51.032,26.396,5.319,13.43,0.0,42.615,44.896,11.113,1.376,0.0,0.0,68.156,21.374,2.372,0.0,8.099,0.0,14.258,35.038,45.526,2.361,2.818,0.0,12.663,35.715,42.757,8.864,0.0,0.0,9.627,31.631,20.979,12.798,24.965,0.0,5.488,30.08,11.045,3.995,43.834,5.557,20.113,39.217,18.579,0.0,22.09,0.0,12.478,68.028,12.478,1.486,5.53,0.0,28.376,46.269,18.93,4.95,1.476,0.0,51.461,42.38,4.744,0.0,1.415,0.0,57.012,42.988,0.0,0.0,0.0,0.0,44.955,33.298,0.0,0.0,21.747,0.0,7.749,35.371,42.018,14.862,0.0,0.0,31.463,61.824,3.842,2.871,0.0,0.0,52.705,34.734,12.561,0.0,0.0,0.0,46.923,35.239,13.027,2.406,2.406,0.0,36.291,46.595,13.217,0.0,3.898,0.0
94.0,1983145,Webster City,SEX2F,0.0,22.337,30.314,37.991,7.44,1.917,24.663,51.838,16.164,7.335,0.0,0.0,22.299,33.328,29.668,1.722,12.984,0.0,1.917,49.274,30.543,10.825,5.523,1.917,1.917,10.36,59.326,28.397,0.0,0.0,5.692,43.651,19.891,2.061,17.321,11.383,17.018,16.748,18.416,2.192,31.322,14.304,9.286,14.904,42.319,7.576,11.236,14.679,1.917,43.972,40.145,6.983,3.606,3.377,16.969,47.777,28.387,5.072,1.795,0.0,14.686,45.306,25.544,12.772,1.692,0.0,27.22,48.928,12.772,0.0,11.079,0.0,25.299,53.238,17.849,0.0,3.614,0.0,1.959,27.762,42.517,27.762,0.0,0.0,10.842,30.842,32.543,22.159,3.614,0.0,23.835,49.887,16.941,0.0,9.337,0.0,15.152,46.532,33.009,3.614,1.692,0.0,11.029,39.2,27.938,14.713,5.398,1.722
95.0,1983325,Wellsburg,SEX2F,2.113,21.038,19.146,39.831,15.31,2.561,4.192,1.408,0.0,15.595,10.318,68.487,41.129,20.834,18.281,6.273,13.483,0.0,18.036,36.795,13.857,6.029,23.821,1.463,0.0,4.139,18.789,34.877,6.555,35.64,13.78,29.86,12.498,6.696,23.165,14.001,4.589,19.077,23.666,6.655,35.156,10.857,11.637,26.04,17.119,10.174,17.699,17.329,3.674,43.893,37.416,6.734,8.282,0.0,11.59,23.17,25.394,17.965,8.574,13.307,30.323,45.09,12.58,10.566,1.442,0.0,43.591,36.639,0.0,0.0,19.77,0.0,42.239,25.698,0.0,0.0,32.063,0.0,8.943,26.504,57.545,5.6,1.408,0.0,14.713,67.266,12.368,4.232,1.421,0.0,50.892,27.62,0.0,0.0,17.505,3.983,28.162,29.07,18.414,1.991,14.064,8.299,22.59,30.506,13.745,2.114,28.931,2.114
96.0,1984900,What Cheer,SEX2F,4.648,0.0,7.746,48.319,8.424,30.863,0.0,0.0,1.574,3.147,3.836,91.443,5.974,30.085,32.119,17.16,10.427,4.236,6.546,7.262,35.872,29.252,17.796,3.273,0.0,0.0,1.549,18.592,3.776,76.083,1.664,3.327,24.095,14.765,24.747,31.402,0.0,0.0,18.001,24.417,19.433,38.15,0.0,9.593,22.257,18.986,27.88,21.285,0.0,4.955,38.579,37.782,7.329,11.355,0.0,1.279,3.377,6.033,4.389,84.922,1.679,5.773,51.718,15.849,5.773,19.208,31.25,41.807,11.355,1.652,13.936,0.0,36.971,33.988,16.241,3.442,9.358,0.0,0.0,14.17,60.849,19.208,5.773,0.0,16.867,26.446,47.399,0.0,9.288,0.0,33.624,32.827,1.652,1.652,13.936,16.31,30.087,45.282,5.916,1.721,12.799,4.195,5.773,36.527,33.378,1.679,12.49,10.153
97.0,1985845,Williamsburg,SEX2F,29.914,31.647,9.489,11.165,17.785,0.0,51.437,36.366,8.68,0.0,3.517,0.0,66.911,17.345,4.451,0.0,9.582,1.71,54.991,25.069,12.507,0.0,7.433,0.0,53.318,41.498,1.728,1.728,1.728,0.0,43.461,28.956,5.303,0.0,19.979,2.301,20.651,31.276,8.998,3.599,33.133,2.342,14.756,45.364,21.558,0.0,16.073,2.249,39.083,50.548,3.456,1.728,3.456,1.728,47.687,32.76,11.881,1.326,6.346,0.0,58.607,33.653,2.188,1.681,3.87,0.0,72.257,15.774,0.0,0.0,11.969,0.0,50.028,27.906,0.0,0.0,22.066,0.0,12.467,42.86,26.089,16.93,1.654,0.0,45.823,43.074,7.74,0.0,3.363,0.0,50.618,27.906,11.033,0.0,10.444,0.0,15.223,25.04,45.616,8.163,5.958,0.0,39.711,32.079,12.17,0.0,16.04,0.0
98.0,1986385,Winfield,SEX2F,0.0,3.262,31.311,54.149,6.268,5.011,9.989,37.123,31.218,16.675,4.995,0.0,36.9,28.608,20.151,8.386,4.447,1.506,6.389,24.533,29.705,19.538,11.832,8.005,3.113,5.244,0.0,54.44,0.0,37.203,23.452,16.131,19.084,8.272,26.458,6.602,9.373,25.013,28.627,4.851,28.928,3.208,6.416,31.962,15.563,18.848,14.224,12.987,6.294,11.73,49.633,21.187,0.0,11.156,10.914,21.856,24.608,16.605,6.579,19.438,24.622,35.964,35.032,0.0,4.381,0.0,52.261,47.739,0.0,0.0,0.0,0.0,48.45,37.493,9.676,0.0,4.381,0.0,8.466,35.667,39.343,9.745,0.0,6.778,18.141,32.84,29.097,5.865,8.262,5.795,23.573,27.623,26.898,0.0,7.473,14.432,12.917,50.707,17.937,1.484,7.279,9.676,13.83,49.724,16.523,1.484,15.541,2.898
99.0,1986970,Woodward,SEX2F,8.522,12.956,28.678,18.618,29.953,1.275,3.513,1.291,0.0,26.465,12.145,56.585,27.449,47.651,20.156,0.0,3.469,1.275,9.78,14.111,44.402,4.914,9.828,16.966,1.275,6.018,27.449,39.083,3.469,22.706,11.897,10.405,34.449,17.225,24.477,1.548,1.464,15.285,27.588,3.983,51.68,0.0,0.0,20.265,32.901,10.405,34.882,1.548,11.588,26.529,26.529,27.417,3.352,4.584,10.415,33.106,20.98,14.86,5.05,15.588,16.173,40.237,16.173,11.289,16.128,0.0,20.802,59.718,1.232,0.0,18.248,0.0,36.143,36.143,0.0,3.394,24.319,0.0,0.0,55.199,39.635,3.874,1.291,0.0,10.901,53.025,31.27,3.513,1.291,0.0,34.896,46.583,3.394,3.394,10.485,1.248,18.293,39.349,13.708,7.937,9.169,11.543,8.318,31.678,9.562,10.901,32.514,7.027
0.0,1999999,AVERAGE,SEX2F,3.246,18.059,28.946,25.898,15.902,7.949,17.019,29.591,15.531,8.888,6.217,22.754,33.662,31.148,10.945,3.95,12.108,8.187,8.126,35.706,29.751,8.442,14.443,3.532,3.494,16.021,28.203,24.518,2.88,24.884,10.586,24.296,16.404,6.939,31.778,9.997,6.305,20.018,18.015,6.102,36.744,12.816,7.289,22.743,20.983,11.191,25.477,12.317,7.977,35.002,37.559,10.05,6.785,2.628,11.207,26.748,22.733,11.867,6.929,20.517,22.139,39.448,20.821,6.421,6.426,4.745,48.374,37.593,5.76,0.547,7.276,0.45,45.403,33.324,7.01,1.909,11.476,0.876,9.104,34.986,36.007,16.553,2.553,0.796,29.211,47.659,15.674,2.229,4.566,0.662,37.194,34.781,7.105,1.898,13.462,5.56,25.007,39.939,15.033,6.114,10.439,3.468,17.3,45.468,17.222,2.915,14.74,2.355
1.0,1900595,Afton,TENURE1,0.0,19.705,26.599,19.705,33.991,0.0,0.0,0.0,0.0,6.894,24.734,68.372,7.308,48.667,0.0,19.705,24.32,0.0,9.101,46.243,27.484,0.0,8.586,8.586,0.0,0.0,0.0,13.788,24.734,61.478,7.308,39.41,0.0,0.0,46.388,6.894,7.308,39.41,0.0,0.0,46.388,6.894,0.0,19.705,19.705,0.0,53.282,7.308,9.101,24.541,44.656,0.0,21.703,0.0,24.281,32.445,22.003,0.0,13.915,7.356,19.705,28.962,51.333,0.0,0.0,0.0,27.013,28.962,26.599,0.0,17.426,0.0,27.013,48.667,6.894,0.0,17.426,0.0,21.258,28.696,31.246,18.8,0.0,0.0,46.718,35.856,0.0,0.0,17.426,0.0,33.907,39.495,0.0,0.0,26.599,0.0,46.718,26.683,0.0,6.894,19.705,0.0,27.667,38.03,34.303,0.0,0.0,0.0
2.0,1900640,Agency,TENURE1,23.508,15.498,9.664,0.0,23.508,27.823,0.0,0.0,9.664,0.0,0.0,90.336,12.325,56.68,0.0,15.498,0.0,15.498,0.0,37.898,62.102,0.0,0.0,0.0,0.0,0.0,9.664,0.0,0.0,90.336,0.0,9.664,15.498,0.0,23.508,51.33,0.0,48.67,0.0,0.0,31.106,20.224,0.0,30.995,9.664,0.0,31.106,28.234,0.0,39.005,48.67,0.0,12.325,0.0,13.002,8.387,11.609,0.0,0.0,67.002,15.498,9.664,15.498,23.508,7.598,28.234,27.823,48.67,23.508,0.0,0.0,0.0,27.823,48.67,0.0,0.0,0.0,23.508,23.508,48.67,4.726,15.498,7.598,0.0,43.732,48.67,0.0,0.0,7.598,0.0,5.593,85.415,0.0,0.0,8.992,0.0,35.833,48.67,15.498,0.0,0.0,0.0,0.0,72.177,0.0,15.498,12.325,0.0
3.0,1900730,Ainsworth,TENURE1,0.0,0.0,30.429,61.22,0.0,8.351,0.0,0.0,0.0,61.22,0.0,38.78,0.0,8.016,29.209,29.557,0.0,33.217,30.429,0.0,34.604,30.791,0.0,4.175,0.0,0.0,0.0,65.396,0.0,34.604,0.0,30.791,4.175,0.0,30.429,34.604,0.0,0.0,0.0,34.967,30.429,34.604,30.429,0.0,0.0,34.967,0.0,34.604,0.0,60.858,0.0,34.967,0.0,4.175,31.821,10.143,2.784,30.791,0.0,24.461,0.0,62.427,33.565,0.0,0.0,4.008,33.217,37.225,29.557,0.0,0.0,0.0,62.427,4.008,29.557,0.0,0.0,4.008,29.209,29.209,0.0,37.573,0.0,4.008,29.209,62.775,4.008,0.0,0.0,4.008,29.209,4.008,0.0,29.557,33.217,4.008,29.209,0.0,0.0,29.557,37.225,4.008,29.209,29.209,4.008,29.557,4.008,4.008
4.0,1900865,Albert City,TENURE1,0.0,7.487,36.507,37.752,18.254,0.0,0.0,0.0,0.0,19.499,0.0,80.501,63.493,18.254,0.0,0.0,18.254,0.0,30.266,7.487,43.994,0.0,18.254,0.0,0.0,0.0,37.752,25.74,0.0,36.507,0.0,18.254,7.487,30.266,25.74,18.254,0.0,18.254,7.487,19.499,36.507,18.254,18.254,18.254,26.985,18.254,18.254,0.0,0.0,43.994,56.006,0.0,0.0,0.0,6.085,12.169,21.164,11.491,0.0,49.092,43.994,19.499,18.254,18.254,0.0,0.0,63.493,18.254,18.254,0.0,0.0,0.0,30.266,33.227,36.507,0.0,0.0,0.0,30.266,51.48,18.254,0.0,0.0,0.0,74.26,25.74,0.0,0.0,0.0,0.0,45.239,18.254,0.0,18.254,18.254,0.0,30.266,18.254,33.227,18.254,0.0,0.0,37.752,25.74,36.507,0.0,0.0,0.0
5.0,1900910,Albia,TENURE1,61.379,8.659,12.72,13.649,3.592,0.0,70.038,19.905,0.0,10.056,0.0,0.0,24.972,5.446,0.0,0.0,69.583,0.0,0.0,58.941,31.757,9.302,0.0,0.0,61.379,0.0,8.659,29.962,0.0,0.0,0.0,54.154,10.395,0.0,35.45,0.0,9.302,9.302,32.937,0.0,48.459,0.0,0.0,60.505,15.758,0.0,23.737,0.0,0.0,78.697,21.303,0.0,0.0,0.0,11.78,51.606,18.811,11.237,6.566,0.0,20.924,70.038,5.446,0.0,3.592,0.0,8.659,83.138,0.0,0.0,8.203,0.0,8.659,7.654,0.0,0.0,83.687,0.0,0.0,20.91,69.034,10.056,0.0,0.0,8.659,26.369,3.592,0.0,61.379,0.0,0.0,82.748,17.252,0.0,0.0,0.0,24.972,70.418,0.0,4.611,0.0,0.0,9.157,17.252,8.676,0.0,64.915,0.0
6.0,1900955,Albion,TENURE1,2.55,0.0,75.544,17.308,4.598,0.0,0.0,0.0,41.468,0.0,0.0,58.532,0.0,4.598,0.0,0.0,34.076,61.326,2.55,9.916,82.936,0.0,4.598,0.0,0.0,0.0,0.0,52.729,0.0,47.271,0.0,2.55,17.308,24.16,38.674,17.308,17.308,2.55,0.0,0.0,38.674,41.468,0.0,31.307,17.308,0.0,34.076,17.308,0.0,3.362,67.753,22.822,6.062,0.0,0.85,4.155,16.106,23.919,3.065,51.904,0.0,46.066,17.308,0.0,9.916,26.71,41.468,34.372,24.16,0.0,0.0,0.0,41.468,48.616,0.0,0.0,9.916,0.0,2.55,21.906,75.544,0.0,0.0,0.0,12.466,46.066,24.16,17.308,0.0,0.0,26.71,41.468,27.225,0.0,4.598,0.0,17.308,24.456,34.076,24.16,0.0,0.0,0.0,46.066,17.308,0.0,9.916,26.71
7.0,1901270,Allerton,TENURE1,0.0,0.0,47.166,52.834,0.0,0.0,26.417,0.0,52.834,0.0,0.0,20.749,26.417,32.252,26.417,0.0,0.0,14.914,0.0,0.0,52.834,47.166,0.0,0.0,0.0,0.0,0.0,58.669,0.0,41.331,0.0,0.0,58.669,14.914,26.417,0.0,0.0,32.252,0.0,14.914,26.417,26.417,0.0,0.0,35.901,20.268,35.901,7.93,0.0,26.417,32.252,41.331,0.0,0.0,0.0,22.583,15.722,19.556,17.611,24.528,0.0,58.669,0.0,41.331,0.0,0.0,5.835,52.834,41.331,0.0,0.0,0.0,5.835,79.251,14.914,0.0,0.0,0.0,0.0,26.417,0.0,73.583,0.0,0.0,0.0,79.251,20.749,0.0,0.0,0.0,5.835,14.914,79.251,0.0,0.0,0.0,0.0,58.669,14.914,26.417,0.0,0.0,0.0,32.252,26.417,14.914,0.0,26.417
8.0,1901630,Altoona,TENURE1,16.654,11.96,6.818,0.0,52.461,12.107,16.602,45.336,6.469,0.0,20.105,11.488,42.063,32.225,18.541,0.0,7.172,0.0,14.968,62.574,0.0,1.958,20.499,0.0,0.0,71.505,26.574,0.0,1.921,0.0,0.0,15.472,0.0,0.0,67.873,16.654,0.0,3.365,2.024,2.024,75.933,16.654,12.107,3.365,43.379,0.0,36.602,4.547,1.921,77.974,0.0,0.0,20.105,0.0,20.018,41.888,24.547,3.829,9.718,0.0,57.763,33.283,1.921,0.0,7.034,0.0,50.589,36.142,1.921,0.0,11.348,0.0,59.684,28.968,1.921,0.0,9.428,0.0,37.908,18.885,43.207,0.0,0.0,0.0,50.589,15.897,13.409,0.0,20.105,0.0,57.857,28.734,13.409,0.0,0.0,0.0,46.275,22.132,31.594,0.0,0.0,0.0,25.218,41.495,6.469,11.488,15.33,0.0
9.0,1902260,Anita,TENURE1,0.0,0.0,66.446,8.463,8.907,16.184,0.0,66.89,16.925,0.0,0.0,16.184,25.092,66.446,0.0,0.0,0.0,8.463,16.184,59.169,8.463,16.184,0.0,0.0,0.0,8.907,33.11,41.799,0.0,16.184,16.184,8.463,0.0,0.0,50.706,24.647,0.0,16.184,8.463,0.0,41.799,33.554,0.0,24.647,8.463,41.799,8.907,16.184,25.092,16.184,58.724,0.0,0.0,0.0,14.664,47.551,24.174,0.0,0.0,13.61,0.0,8.907,66.446,8.463,16.184,0.0,91.537,8.463,0.0,0.0,0.0,0.0,33.554,50.261,0.0,0.0,16.184,0.0,17.37,16.184,66.446,0.0,0.0,0.0,33.554,66.446,0.0,0.0,0.0,0.0,49.739,0.0,8.463,0.0,41.799,0.0,0.0,17.37,0.0,82.63,0.0,0.0,25.092,57.983,16.925,0.0,0.0,0.0
10.0,1903475,Atkins,TENURE1,0.0,4.519,22.284,23.416,29.769,20.013,21.434,41.088,22.844,6.506,5.602,2.525,35.911,37.144,8.247,0.0,17.416,1.283,23.241,55.568,18.198,2.993,0.0,0.0,0.0,0.0,1.429,20.282,18.187,60.103,34.548,25.927,11.559,1.611,22.343,4.013,0.0,0.0,6.78,2.14,65.807,25.272,14.443,24.191,11.066,0.0,28.113,22.188,0.0,42.368,45.476,9.816,0.0,2.34,13.027,4.562,17.286,18.172,8.188,38.765,16.989,21.835,44.885,2.34,1.283,12.668,38.964,57.126,3.91,0.0,0.0,0.0,45.243,24.988,8.247,0.0,21.523,0.0,6.03,55.131,30.468,8.371,0.0,0.0,13.369,47.67,37.392,0.0,1.569,0.0,34.999,38.016,17.169,0.0,9.816,0.0,14.075,50.514,21.972,2.34,11.099,0.0,16.128,62.652,13.249,0.0,7.97,0.0
